Time (LCLG),Azimuth (deg),Elevation (deg),Range (km),EIRP (dBW),Xmtr Power (dBW),Xmtr Gain (dB),Xmtr EIRP Intensity (dBW/Sterad),Atmos Loss (dB),UrbanTerres Loss (dB),Rain Loss (dB),CloudsFog Loss (dB),TropoScintill Loss (dB),IonoFading Loss (dB),Freq. Doppler Shift (GHz),Tearth (K),Propagation Delay (sec),Propagation Distance (km),Rcvd. Iso. Power (dBW),C/N (dB),C/No (dB*MHz),Carrier Power at Rcvr Input (dBW),Rcvr Gain (dB),Eb/No (dB),Tatmos (K),TUrbanTerres (K),Train (K),TcloudsFog (K),TtropoScintill (K),TionoFading (K),
24/6/2020 15:41:24,237.436,17.116,1317.696719,-443.271,30,-473.2708,-454.262915,0.116,0,0.0007,0.0009,0.2281,1.093,0,0,0.004,1317.696719,-607.158,-455.3419,-440.290398,-581.743,25.4145,-452.3316,6.145,0,0.046,0.057,13.979,423.028,
24/6/2020 15:41:25,237.156,17.191,1314.354131,-442.547,30,-472.5472,-453.539294,0.1155,0,0.0007,0.0009,0.227,1.0916,0,0,0.004,1314.354131,-606.409,-454.5872,-439.535663,-580.995,25.4145,-451.5769,6.119,0,0.045,0.057,13.909,422.409,
24/6/2020 15:41:26,236.875,17.267,1311.039417,-441.825,30,-471.8249,-452.817018,0.115,0,0.0007,0.0009,0.2258,1.0903,0,0,0.004,1311.039417,-605.662,-453.834,-438.782459,-580.247,25.4145,-450.8237,6.093,0,0.045,0.057,13.84,421.792,
24/6/2020 15:41:27,236.592,17.342,1307.752791,-441.104,30,-471.1041,-452.09622,0.1145,0,0.0007,0.0009,0.2247,1.0889,0,0,0.004,1307.752791,-604.916,-453.0824,-438.030931,-579.502,25.4145,-450.0721,6.068,0,0.045,0.057,13.771,421.179,
24/6/2020 15:41:28,236.307,17.417,1304.494469,-440.385,30,-470.3849,-451.377035,0.114,0,0.0007,0.0009,0.2235,1.0876,0,0,0.004,1304.494469,-604.173,-452.3327,-437.281239,-578.758,25.4145,-449.3224,6.043,0,0.045,0.056,13.704,420.572,
24/6/2020 15:41:29,236.021,17.492,1301.264667,-439.667,30,-469.6675,-450.659598,0.1136,0,0.0007,0.0009,0.2224,1.0862,0,0,0.004,1301.264667,-603.431,-451.585,-436.533493,-578.016,25.4145,-448.5747,6.019,0,0.044,0.056,13.637,419.969,
24/6/2020 15:41:30,235.733,17.566,1298.063601,-438.952,30,-468.9519,-449.944048,0.1131,0,0.0007,0.0009,0.2213,1.0849,0,0,0.004,1298.063601,-602.691,-450.8394,-435.787852,-577.276,25.4145,-447.8291,5.995,0,0.044,0.056,13.572,419.37,
24/6/2020 15:41:31,235.444,17.64,1294.891489,-438.238,30,-468.2384,-449.230523,0.1127,0,0.0007,0.0009,0.2203,1.0836,0,0,0.004,1294.891489,-601.953,-450.096,-435.044458,-576.539,25.4145,-447.0857,5.971,0,0.044,0.056,13.507,418.776,
24/6/2020 15:41:32,235.152,17.714,1291.748545,-437.527,30,-467.5271,-448.519165,0.1122,0,0.0007,0.0009,0.2192,1.0823,0,0,0.004,1291.748545,-601.218,-449.3549,-434.303446,-575.803,25.4145,-446.3446,5.947,0,0.044,0.055,13.444,418.186,
24/6/2020 15:41:33,234.86,17.787,1288.634987,-436.818,30,-466.818,-447.810115,0.1118,0,0.0007,0.0009,0.2181,1.081,0,0,0.004,1288.634987,-600.485,-448.6165,-433.564964,-575.071,25.4145,-445.6062,5.924,0,0.043,0.055,13.381,417.601,
24/6/2020 15:41:34,234.565,17.86,1285.551033,-436.111,30,-466.1114,-447.103517,0.1113,0,0.0007,0.0009,0.2171,1.0798,0,0,0.004,1285.551033,-599.755,-447.8807,-432.829174,-574.34,25.4145,-444.8704,5.901,0,0.043,0.055,13.319,417.022,
24/6/2020 15:41:35,234.269,17.932,1282.496898,-435.407,30,-465.4074,-446.399516,0.1109,0,0.0007,0.0009,0.2161,1.0785,0,0,0.004,1282.496898,-599.028,-447.1477,-432.096207,-573.613,25.4145,-444.1374,5.878,0,0.043,0.055,13.258,416.447,
24/6/2020 15:41:36,233.971,18.004,1279.472798,-434.706,30,-464.7062,-445.698258,0.1105,0,0.0007,0.0009,0.2151,1.0773,0,0,0.004,1279.472798,-598.303,-446.4177,-431.366205,-572.889,25.4145,-443.4074,5.856,0,0.043,0.055,13.198,415.876,
24/6/2020 15:41:37,233.671,18.076,1276.478952,-434.008,30,-464.0078,-444.999892,0.1101,0,0.0007,0.0009,0.2141,1.0761,0,0,0.004,1276.478952,-597.582,-445.6909,-430.639352,-572.167,25.4145,-442.6806,5.834,0,0.042,0.054,13.138,415.311,
24/6/2020 15:41:38,233.37,18.147,1273.515575,-433.312,30,-463.3125,-444.304566,0.1097,0,0.0007,0.0009,0.2131,1.0749,0,0,0.004,1273.515575,-596.864,-444.9673,-429.915781,-571.449,25.4145,-441.957,5.812,0,0.042,0.054,13.08,414.752,
24/6/2020 15:41:39,233.067,18.218,1270.582884,-432.62,30,-462.6203,-443.61243,0.1092,0,0.0007,0.0009,0.2121,1.0737,0,0,0.004,1270.582884,-596.149,-444.2471,-429.195637,-570.734,25.4145,-441.2368,5.791,0,0.042,0.054,13.022,414.197,
24/6/2020 15:41:40,232.763,18.288,1267.681094,-431.932,30,-461.9315,-442.923637,0.1088,0,0.0007,0.0009,0.2112,1.0725,0,0,0.004,1267.681094,-595.438,-443.5306,-428.4791,-570.023,25.4145,-440.5203,5.77,0,0.042,0.054,12.966,413.648,
24/6/2020 15:41:41,232.457,18.358,1264.810421,-431.246,30,-461.2462,-442.238339,0.1085,0,0.0007,0.0009,0.2103,1.0714,0,0,0.004,1264.810421,-594.73,-442.8178,-427.766312,-569.316,25.4145,-439.8075,5.749,0,0.041,0.054,12.91,413.105,
24/6/2020 15:41:42,232.149,18.427,1261.97108,-430.565,30,-460.5646,-441.556689,0.1081,0,0.0007,0.0008,0.2093,1.0702,0,0,0.004,1261.97108,-594.027,-442.1089,-427.057421,-568.612,25.4145,-439.0986,5.728,0,0.041,0.053,12.855,412.567,
24/6/2020 15:41:43,231.84,18.496,1259.163287,-429.887,30,-459.8867,-440.878842,0.1077,0,0.0007,0.0008,0.2084,1.0691,0,0,0.004,1259.163287,-593.327,-441.4041,-426.352612,-567.913,25.4145,-438.3938,5.708,0,0.041,0.053,12.8,412.036,
24/6/2020 15:41:44,231.529,18.564,1256.387255,-429.213,30,-459.2129,-440.204955,0.1073,0,0.0006,0.0008,0.2076,1.068,0,0,0.004,1256.387255,-592.632,-440.7035,-425.652032,-567.217,25.4145,-437.6932,5.688,0,0.041,0.053,12.747,411.511,
24/6/2020 15:41:45,231.216,18.632,1253.643199,-428.543,30,-458.5431,-439.535184,0.1069,0,0.0006,0.0008,0.2067,1.0669,0,0,0.004,1253.643199,-591.941,-440.0073,-424.955832,-566.526,25.4145,-436.997,5.668,0,0.04,0.053,12.695,410.991,
24/6/2020 15:41:46,230.902,18.699,1250.931331,-427.878,30,-457.8776,-438.869686,0.1066,0,0.0006,0.0008,0.2058,1.0658,0,0,0.004,1250.931331,-591.254,-439.3157,-424.264176,-565.839,25.4145,-436.3054,5.649,0,0.04,0.053,12.643,410.477,
24/6/2020 15:41:47,230.586,18.766,1248.251865,-427.217,30,-457.2165,-438.20862,0.1062,0,0.0006,0.0008,0.205,1.0648,0,0,0.004,1248.251865,-590.572,-438.6287,-423.577232,-565.157,25.4145,-435.6184,5.63,0,0.04,0.052,12.592,409.969,
24/6/2020 15:41:48,230.268,18.832,1245.605012,-426.56,30,-456.56,-437.552146,0.1058,0,0.0006,0.0008,0.2041,1.0638,0,0,0.004,1245.605012,-589.895,-437.9467,-422.895168,-564.48,25.4145,-434.9364,5.611,0,0.04,0.052,12.542,409.468,
24/6/2020 15:41:49,229.949,18.897,1242.990983,-425.908,30,-455.9083,-436.900423,0.1055,0,0.0006,0.0008,0.2033,1.0627,0,0,0.004,1242.990983,-589.223,-437.2696,-422.218142,-563.808,25.4145,-434.2593,5.593,0,0.04,0.052,12.493,408.973,
24/6/2020 15:41:50,229.628,18.962,1240.409989,-425.262,30,-455.2615,-436.253611,0.1051,0,0.0006,0.0008,0.2025,1.0617,0,0,0.004,1240.409989,-588.556,-436.5978,-421.546316,-563.141,25.4145,-433.5875,5.575,0,0.039,0.052,12.444,408.484,
24/6/2020 15:41:51,229.306,19.026,1237.862238,-424.62,30,-454.6198,-435.611872,0.1048,0,0.0006,0.0008,0.2017,1.0608,0,0,0.004,1237.862238,-587.894,-435.9314,-420.879866,-562.479,25.4145,-432.9211,5.557,0,0.039,0.052,12.397,408.003,
24/6/2020 15:41:52,228.982,19.09,1235.347938,-423.983,30,-453.9833,-434.975367,0.1045,0,0.0006,0.0008,0.2009,1.0598,0,0,0.004,1235.347938,-587.238,-435.2705,-420.218954,-561.823,25.4145,-432.2602,5.539,0,0.039,0.052,12.35,407.529,
24/6/2020 15:41:53,228.657,19.153,1232.867298,-423.352,30,-453.3522,-434.344258,0.1041,0,0.0006,0.0008,0.2002,1.0589,0,0,0.004,1232.867298,-586.587,-434.6152,-419.563731,-561.173,25.4145,-431.6049,5.522,0,0.039,0.051,12.304,407.061,
24/6/2020 15:41:54,228.33,19.216,1230.420523,-422.727,30,-452.7266,-433.718707,0.1038,0,0.0006,0.0008,0.1994,1.058,0,0,0.004,1230.420523,-585.942,-433.9659,-418.91437,-560.528,25.4145,-430.9556,5.505,0,0.039,0.051,12.259,406.599,
24/6/2020 15:41:55,228.001,19.277,1228.007818,-422.107,30,-452.1068,-433.098877,0.1035,0,0.0006,0.0008,0.1987,1.0571,0,0,0.004,1228.007818,-585.303,-433.3225,-418.271049,-559.889,25.4145,-430.3122,5.488,0,0.038,0.051,12.214,406.145,
24/6/2020 15:41:56,227.671,19.339,1225.629386,-421.493,30,-451.4928,-432.484931,0.1032,0,0.0006,0.0008,0.1979,1.0562,0,0,0.004,1225.629386,-584.671,-432.6854,-417.633923,-559.256,25.4145,-429.6751,5.472,0,0.038,0.051,12.17,405.697,
24/6/2020 15:41:57,227.339,19.399,1223.285431,-420.885,30,-450.8849,-431.877031,0.1029,0,0.0006,0.0008,0.1972,1.0553,0,0,0.004,1223.285431,-584.044,-432.0547,-417.003169,-558.63,25.4145,-429.0444,5.455,0,0.038,0.051,12.128,405.258,
24/6/2020 15:41:58,227.006,19.459,1220.976152,-420.283,30,-450.2832,-431.275341,0.1026,0,0.0006,0.0008,0.1965,1.0545,0,0,0.004,1220.976152,-583.424,-431.4304,-416.378944,-558.01,25.4145,-428.4201,5.439,0,0.038,0.051,12.085,404.825,
24/6/2020 15:41:59,226.672,19.518,1218.701749,-419.688,30,-449.6879,-430.680022,0.1023,0,0.0006,0.0008,0.1958,1.0537,0,0,0.004,1218.701749,-582.811,-430.8129,-415.761426,-557.397,25.4145,-427.8026,5.424,0,0.038,0.05,12.044,404.401,
24/6/2020 15:42:00,226.335,19.576,1216.462421,-419.099,30,-449.0991,-430.091237,0.102,0,0.0006,0.0008,0.1952,1.0529,0,0,0.004,1216.462421,-582.205,-430.2023,-415.150758,-556.79,25.4145,-427.192,5.409,0,0.038,0.05,12.004,403.982,
24/6/2020 15:42:01,225.998,19.634,1214.258363,-418.517,30,-448.5171,-429.509149,0.1017,0,0.0006,0.0008,0.1945,1.0521,0,0,0.004,1214.258363,-581.605,-429.5986,-414.547137,-556.191,25.4145,-426.5883,5.393,0,0.037,0.05,11.964,403.573,
24/6/2020 15:42:02,225.659,19.69,1212.08977,-417.942,30,-447.9418,-428.93392,0.1014,0,0.0006,0.0008,0.1939,1.0514,0,0,0.004,1212.08977,-581.013,-429.0022,-413.95071,-555.598,25.4145,-425.9919,5.379,0,0.037,0.05,11.925,403.171,
24/6/2020 15:42:03,225.318,19.746,1209.956834,-417.374,30,-447.3736,-428.365711,0.1012,0,0.0006,0.0008,0.1932,1.0507,0,0,0.004,1209.956834,-580.427,-428.4131,-413.361644,-555.013,25.4145,-425.4028,5.364,0,0.037,0.05,11.887,402.776,
24/6/2020 15:42:04,224.976,19.802,1207.859748,-416.813,30,-446.8126,-427.804683,0.1009,0,0.0006,0.0008,0.1926,1.05,0,0,0.004,1207.859748,-579.85,-427.8316,-412.780106,-554.435,25.4145,-424.8213,5.35,0,0.037,0.05,11.849,402.39,
24/6/2020 15:42:05,224.633,19.856,1205.798699,-416.259,30,-446.2589,-427.250997,0.1006,0,0.0006,0.0008,0.192,1.0493,0,0,0.004,1205.798699,-579.28,-427.2578,-412.206264,-553.865,25.4145,-424.2475,5.336,0,0.037,0.05,11.812,402.011,
24/6/2020 15:42:06,224.288,19.91,1203.773876,-415.713,30,-445.7127,-426.704812,0.1004,0,0.0006,0.0008,0.1914,1.0487,0,0,0.004,1203.773876,-578.717,-426.6918,-411.640283,-553.303,25.4145,-423.6815,5.322,0,0.036,0.05,11.776,401.642,
24/6/2020 15:42:07,223.942,19.963,1201.785463,-415.174,30,-445.1742,-426.166287,0.1001,0,0.0006,0.0008,0.1908,1.048,0,0,0.004,1201.785463,-578.163,-426.1338,-411.082306,-552.749,25.4145,-423.1235,5.309,0,0.036,0.049,11.741,401.279,
24/6/2020 15:42:08,223.594,20.015,1199.833643,-414.643,30,-444.6435,-425.635581,0.0999,0,0.0006,0.0008,0.1902,1.0474,0,0,0.004,1199.833643,-577.617,-425.584,-410.532511,-552.202,25.4145,-422.5737,5.296,0,0.036,0.049,11.707,400.924,
24/6/2020 15:42:09,223.245,20.066,1197.918597,-414.121,30,-444.1208,-425.112849,0.0996,0,0.0006,0.0008,0.1897,1.0468,0,0,0.004,1197.918597,-577.079,-425.0426,-409.991064,-551.664,25.4145,-422.0323,5.283,0,0.036,0.049,11.673,400.579,
24/6/2020 15:42:10,222.895,20.117,1196.040503,-413.606,30,-443.6062,-424.598249,0.0994,0,0.0006,0.0008,0.1891,1.0463,0,0,0.004,1196.040503,-576.549,-424.5096,-409.458123,-551.135,25.4145,-421.4993,5.271,0,0.036,0.049,11.64,400.242,
24/6/2020 15:42:11,222.543,20.166,1194.199537,-413.1,30,-443.0998,-424.091935,0.0991,0,0.0006,0.0008,0.1886,1.0458,0,0,0.004,1194.199537,-576.028,-423.9853,-408.933828,-550.614,25.4145,-420.975,5.258,0,0.036,0.049,11.608,399.913,
24/6/2020 15:42:12,222.19,20.215,1192.395875,-412.602,30,-442.602,-423.59406,0.0989,0,0.0006,0.0008,0.1881,1.0453,0,0,0.004,1192.395875,-575.516,-423.4698,-408.418349,-550.101,25.4145,-420.4595,5.246,0,0.036,0.049,11.576,399.592,
24/6/2020 15:42:13,221.836,20.262,1190.629685,-412.113,30,-442.1127,-423.104776,0.0987,0,0.0006,0.0008,0.1876,1.0448,0,0,0.004,1190.629685,-575.013,-422.9634,-407.911853,-549.598,25.4145,-419.9531,5.235,0,0.035,0.049,11.545,399.281,
24/6/2020 15:42:14,221.481,20.309,1188.901138,-411.632,30,-441.6321,-422.624233,0.0985,0,0.0006,0.0008,0.1871,1.0443,0,0,0.004,1188.901138,-574.518,-422.466,-407.414477,-549.104,25.4145,-419.4557,5.223,0,0.035,0.049,11.515,398.979,
24/6/2020 15:42:15,221.124,20.355,1187.210399,-411.16,30,-441.1605,-422.152582,0.0983,0,0.0006,0.0008,0.1866,1.0439,0,0,0.004,1187.210399,-574.033,-421.9779,-406.92638,-548.619,25.4145,-418.9676,5.212,0,0.035,0.049,11.486,398.685,
24/6/2020 15:42:16,220.766,20.4,1185.557632,-410.698,30,-440.6979,-421.689968,0.0981,0,0.0006,0.0008,0.1861,1.0435,0,0,0.004,1185.557632,-573.557,-421.4992,-406.447709,-548.143,25.4145,-418.4889,5.201,0,0.035,0.048,11.457,398.4,
24/6/2020 15:42:17,220.407,20.444,1183.942997,-410.244,30,-440.2444,-421.236538,0.0979,0,0.0006,0.0008,0.1856,1.0432,0,0,0.004,1183.942997,-573.091,-421.0301,-405.978615,-547.677,25.4145,-418.0198,5.19,0,0.035,0.048,11.429,398.124,
24/6/2020 15:42:18,220.047,20.487,1182.366653,-409.8,30,-439.8003,-420.792435,0.0977,0,0.0006,0.0008,0.1852,1.0428,0,0,0.004,1182.366653,-572.634,-420.5707,-405.51924,-547.22,25.4145,-417.5604,5.18,0,0.035,0.048,11.402,397.857,
24/6/2020 15:42:19,219.685,20.53,1180.828753,-409.366,30,-439.3657,-420.3578,0.0975,0,0.0006,0.0008,0.1847,1.0425,0,0,0.004,1180.828753,-572.187,-420.1212,-405.069748,-546.773,25.4145,-417.1109,5.17,0,0.035,0.048,11.376,397.6,
24/6/2020 15:42:20,219.323,20.571,1179.329449,-408.941,30,-438.9407,-419.932772,0.0973,0,0.0005,0.0008,0.1843,1.0422,0,0,0.004,1179.329449,-571.75,-419.6818,-404.630252,-546.336,25.4145,-416.6715,5.16,0,0.035,0.048,11.35,397.351,
24/6/2020 15:42:21,218.959,20.611,1177.868891,-408.525,30,-438.5254,-419.51749,0.0971,0,0.0005,0.0008,0.1839,1.0419,0,0,0.004,1177.868891,-571.324,-419.2524,-404.200924,-545.909,25.4145,-416.2421,5.151,0,0.034,0.048,11.325,397.113,
24/6/2020 15:42:22,218.594,20.65,1176.447225,-408.12,30,-438.12,-419.112088,0.0969,0,0.0005,0.0008,0.1835,1.0417,0,0,0.004,1176.447225,-570.907,-418.8334,-403.781872,-545.492,25.4145,-415.8231,5.141,0,0.034,0.048,11.301,396.883,
24/6/2020 15:42:23,218.228,20.688,1175.064592,-407.725,30,-437.7246,-418.716697,0.0968,0,0.0005,0.0008,0.1831,1.0415,0,0,0.004,1175.064592,-570.501,-418.4247,-403.373244,-545.086,25.4145,-415.4144,5.132,0,0.034,0.048,11.277,396.662,
24/6/2020 15:42:24,217.861,20.726,1173.721131,-407.339,30,-437.3394,-418.331449,0.0966,0,0.0005,0.0008,0.1827,1.0413,0,0,0.004,1173.721131,-570.105,-418.0267,-402.975183,-544.69,25.4145,-415.0164,5.123,0,0.034,0.048,11.255,396.451,
24/6/2020 15:42:25,217.493,20.762,1172.41698,-406.964,30,-436.9644,-417.956471,0.0964,0,0.0005,0.0008,0.1824,1.0412,0,0,0.004,1172.41698,-569.719,-417.6393,-402.587809,-544.305,25.4145,-414.629,5.115,0,0.034,0.048,11.233,396.251,
24/6/2020 15:42:26,217.125,20.797,1171.152269,-406.6,30,-436.5998,-417.591887,0.0963,0,0.0005,0.0008,0.182,1.0411,0,0,0.004,1171.152269,-569.345,-417.2627,-402.211242,-543.93,25.4145,-414.2524,5.107,0,0.034,0.048,11.211,396.058,
24/6/2020 15:42:27,216.755,20.831,1169.927129,-406.246,30,-436.2457,-417.237819,0.0961,0,0.0005,0.0008,0.1817,1.041,0,0,0.004,1169.927129,-568.981,-416.8971,-401.845628,-543.566,25.4145,-413.8868,5.099,0,0.034,0.047,11.191,395.877,
24/6/2020 15:42:28,216.384,20.864,1168.741684,-405.902,30,-435.9023,-416.894386,0.096,0,0.0005,0.0008,0.1813,1.0409,0,0,0.004,1168.741684,-568.628,-416.5426,-401.491072,-543.214,25.4145,-413.5323,5.091,0,0.034,0.047,11.171,395.705,
24/6/2020 15:42:29,216.012,20.896,1167.596057,-405.57,30,-435.5696,-416.561705,0.0958,0,0.0005,0.0008,0.181,1.0409,0,0,0.004,1167.596057,-568.286,-416.1992,-401.147696,-542.872,25.4145,-413.1889,5.084,0,0.034,0.047,11.151,395.543,
24/6/2020 15:42:30,215.64,20.927,1166.490366,-405.248,30,-435.2478,-416.239887,0.0957,0,0.0005,0.0008,0.1807,1.0409,0,0,0.004,1166.490366,-567.956,-415.8671,-400.815611,-542.542,25.4145,-412.8568,5.077,0,0.034,0.047,11.133,395.391,
24/6/2020 15:42:31,215.266,20.957,1165.424725,-404.937,30,-434.9369,-415.929043,0.0956,0,0.0005,0.0008,0.1804,1.0409,0,0,0.004,1165.424725,-567.637,-415.5464,-400.494942,-542.222,25.4145,-412.5361,5.07,0,0.033,0.047,11.115,395.249,
24/6/2020 15:42:32,214.892,20.985,1164.399246,-404.637,30,-434.6372,-415.629279,0.0954,0,0.0005,0.0007,0.1801,1.041,0,0,0.004,1164.399246,-567.329,-415.2373,-400.185784,-541.915,25.4145,-412.227,5.063,0,0.033,0.047,11.098,395.116,
24/6/2020 15:42:33,214.517,21.013,1163.414035,-404.349,30,-434.3486,-415.340699,0.0953,0,0.0005,0.0007,0.1799,1.041,0,0,0.004,1163.414035,-567.033,-414.9397,-399.888248,-541.618,25.4145,-411.9294,5.057,0,0.033,0.047,11.081,394.994,
24/6/2020 15:42:34,214.141,21.04,1162.469197,-404.071,30,-434.0713,-415.063401,0.0952,0,0.0005,0.0007,0.1796,1.0412,0,0,0.004,1162.469197,-566.748,-414.6539,-399.602443,-541.334,25.4145,-411.6436,5.051,0,0.033,0.047,11.066,394.883,
24/6/2020 15:42:35,213.765,21.065,1161.564829,-403.805,30,-433.8054,-414.797483,0.0951,0,0.0005,0.0007,0.1794,1.0413,0,0,0.004,1161.564829,-566.475,-414.38,-399.32846,-541.061,25.4145,-411.3697,5.045,0,0.033,0.047,11.051,394.781,
24/6/2020 15:42:36,213.388,21.089,1160.701027,-403.551,30,-433.5509,-414.543036,0.095,0,0.0005,0.0007,0.1791,1.0415,0,0,0.004,1160.701027,-566.214,-414.1179,-399.066389,-540.8,25.4145,-411.1076,5.039,0,0.033,0.047,11.036,394.689,
24/6/2020 15:42:37,213.01,21.112,1159.877883,-403.308,30,-433.3081,-414.30015,0.0949,0,0.0005,0.0007,0.1789,1.0417,0,0,0.004,1159.877883,-565.965,-413.8678,-398.816328,-540.551,25.4145,-410.8575,5.034,0,0.033,0.047,11.023,394.608,
24/6/2020 15:42:38,212.631,21.134,1159.095484,-403.077,30,-433.0768,-414.06891,0.0948,0,0.0005,0.0007,0.1787,1.0419,0,0,0.004,1159.095484,-565.728,-413.6299,-398.578375,-540.313,25.4145,-410.6196,5.029,0,0.033,0.047,11.01,394.538,
24/6/2020 15:42:39,212.252,21.155,1158.353912,-402.857,30,-432.8573,-413.849397,0.0947,0,0.0005,0.0007,0.1785,1.0422,0,0,0.004,1158.353912,-565.503,-413.4041,-398.352587,-540.088,25.4145,-410.3938,5.024,0,0.033,0.047,10.998,394.477,
24/6/2020 15:42:40,211.872,21.175,1157.653248,-402.65,30,-432.6496,-413.641689,0.0946,0,0.0005,0.0007,0.1783,1.0425,0,0,0.004,1157.653248,-565.29,-413.1906,-398.139057,-539.875,25.4145,-410.1803,5.02,0,0.033,0.047,10.986,394.426,
24/6/2020 15:42:41,211.492,21.193,1156.993566,-402.454,30,-432.4538,-413.445859,0.0945,0,0.0005,0.0007,0.1781,1.0429,0,0,0.004,1156.993566,-565.089,-412.9894,-397.937869,-539.675,25.4145,-409.9791,5.016,0,0.033,0.047,10.975,394.387,
24/6/2020 15:42:42,211.111,21.211,1156.374936,-402.27,30,-432.2699,-413.261977,0.0945,0,0.0005,0.0007,0.1779,1.0432,0,0,0.004,1156.374936,-564.901,-412.8006,-397.749082,-539.486,25.4145,-409.7903,5.012,0,0.033,0.047,10.965,394.358,
24/6/2020 15:42:43,210.73,21.227,1155.797425,-402.098,30,-432.098,-413.090108,0.0944,0,0.0005,0.0007,0.1778,1.0436,0,0,0.004,1155.797425,-564.725,-412.6243,-397.572757,-539.31,25.4145,-409.614,5.008,0,0.033,0.047,10.956,394.338,
24/6/2020 15:42:44,210.348,21.242,1155.261094,-401.938,30,-431.9382,-412.930314,0.0943,0,0.0005,0.0007,0.1776,1.0441,0,0,0.004,1155.261094,-564.561,-412.4605,-397.408982,-539.147,25.4144,-409.4502,5.005,0,0.033,0.047,10.947,394.331,
24/6/2020 15:42:45,209.966,21.256,1154.766002,-401.791,30,-431.7906,-412.782651,0.0943,0,0.0005,0.0007,0.1775,1.0445,0,0,0.004,1154.766002,-564.41,-412.3093,-397.257779,-538.996,25.4144,-409.299,5.001,0,0.033,0.047,10.939,394.332,
24/6/2020 15:42:46,209.584,21.268,1154.312202,-401.655,30,-431.6551,-412.647174,0.0942,0,0.0005,0.0007,0.1774,1.045,0,0,0.004,1154.312202,-564.271,-412.1707,-397.119248,-538.857,25.4144,-409.1604,4.998,0,0.033,0.047,10.932,394.347,
24/6/2020 15:42:47,209.201,21.28,1153.899742,-401.532,30,-431.5318,-412.523929,0.0942,0,0.0005,0.0007,0.1773,1.0456,0,0,0.004,1153.899742,-564.145,-412.0449,-396.993384,-538.731,25.4144,-409.0346,4.996,0,0.033,0.047,10.925,394.369,
24/6/2020 15:42:48,208.817,21.29,1153.528667,-401.421,30,-431.4209,-412.412962,0.0941,0,0.0005,0.0007,0.1772,1.0461,0,0,0.004,1153.528667,-564.032,-411.9318,-396.880289,-538.618,25.4144,-408.9215,4.993,0,0.032,0.046,10.919,394.405,
24/6/2020 15:42:49,208.434,21.299,1153.199018,-401.322,30,-431.3222,-412.314313,0.0941,0,0.0005,0.0007,0.1771,1.0467,0,0,0.004,1153.199018,-563.931,-411.8315,-396.779973,-538.517,25.4144,-408.8212,4.991,0,0.032,0.046,10.914,394.45,
24/6/2020 15:42:50,208.05,21.307,1152.91083,-401.236,30,-431.2359,-412.228017,0.094,0,0.0005,0.0007,0.177,1.0474,0,0,0.004,1152.91083,-563.844,-411.744,-396.692459,-538.429,25.4144,-408.7337,4.99,0,0.032,0.046,10.91,394.505,
24/6/2020 15:42:51,207.666,21.314,1152.664134,-401.162,30,-431.162,-412.154105,0.094,0,0.0005,0.0007,0.177,1.048,0,0,0.004,1152.664134,-563.768,-411.6693,-396.617815,-538.354,25.4144,-408.659,4.988,0,0.032,0.046,10.906,394.573,
24/6/2020 15:42:52,207.282,21.319,1152.458956,-401.101,30,-431.1005,-412.092604,0.094,0,0.0005,0.0007,0.1769,1.0487,0,0,0.004,1152.458956,-563.706,-411.6075,-396.556022,-538.291,25.4144,-408.5972,4.987,0,0.032,0.046,10.903,394.649,
24/6/2020 15:42:53,206.898,21.323,1152.29532,-401.051,30,-431.0514,-412.043536,0.094,0,0.0005,0.0007,0.1769,1.0494,0,0,0.004,1152.29532,-563.656,-411.5586,-396.507149,-538.242,25.4144,-408.5483,4.986,0,0.032,0.046,10.9,394.737,
24/6/2020 15:42:54,206.514,21.326,1152.173241,-401.015,30,-431.0148,-412.006919,0.094,0,0.0005,0.0007,0.1768,1.0502,0,0,0.004,1152.173241,-563.619,-411.5227,-396.471188,-538.205,25.4144,-408.5124,4.985,0,0.032,0.046,10.898,394.836,
24/6/2020 15:42:55,206.129,21.328,1152.092734,-400.991,30,-430.9907,-411.982767,0.0939,0,0.0005,0.0007,0.1768,1.051,0,0,0.004,1152.092734,-563.595,-411.4997,-396.44817,-538.181,25.4144,-408.4894,4.984,0,0.032,0.046,10.897,394.946,
24/6/2020 15:42:56,205.745,21.329,1152.053807,-400.979,30,-430.979,-411.971087,0.0939,0,0.0005,0.0007,0.1768,1.0518,0,0,0.004,1152.053807,-563.584,-411.4896,-396.438089,-538.17,25.4144,-408.4793,4.984,0,0.032,0.046,10.897,395.067,
24/6/2020 15:42:57,205.36,21.328,1152.056464,-400.98,30,-430.9798,-411.971884,0.0939,0,0.0005,0.0007,0.1768,1.0527,0,0,0.004,1152.056464,-563.586,-411.4924,-396.440937,-538.172,25.4144,-408.4821,4.984,0,0.032,0.046,10.897,395.197,
24/6/2020 15:42:58,204.976,21.327,1152.100705,-400.993,30,-430.9931,-411.985158,0.0939,0,0.0005,0.0007,0.1768,1.0536,0,0,0.004,1152.100705,-563.6,-411.5082,-396.45675,-538.186,25.4144,-408.4979,4.984,0,0.032,0.046,10.898,395.339,
