Time (LCLG),Azimuth (deg),Elevation (deg),Range (km),EIRP (dBW),Xmtr Power (dBW),Xmtr Gain (dB),Xmtr EIRP Intensity (dBW/Sterad),Atmos Loss (dB),UrbanTerres Loss (dB),Rain Loss (dB),CloudsFog Loss (dB),TropoScintill Loss (dB),IonoFading Loss (dB),Freq. Doppler Shift (GHz),Tearth (K),Propagation Delay (sec),Propagation Distance (km),Rcvd. Iso. Power (dBW),C/N (dB),C/No (dB*MHz),Carrier Power at Rcvr Input (dBW),Rcvr Gain (dB),Eb/No (dB),Tatmos (K),TUrbanTerres (K),Train (K),TcloudsFog (K),TtropoScintill (K),TionoFading (K),
24/6/2020 12:18:20,269.079,5,2092.597131,-528.469,30,-558.4686,-539.460738,0.3663,0,0.0024,0.0029,0.9853,0.9734,0,0,0.007,2092.597131,-697.265,-545.7628,-530.711291,-671.85,25.4146,-542.7525,19.107,0,0.15,0.183,55.445,407.251,
24/6/2020 12:18:21,269.082,5.048,2088.404155,-528.293,30,-558.2934,-539.285499,0.3633,0,0.0024,0.0029,0.9741,0.9729,0,0,0.007,2088.404155,-697.057,-545.5487,-530.497248,-671.643,25.4146,-542.5384,18.954,0,0.149,0.181,54.882,407.122,
24/6/2020 12:18:22,269.086,5.124,2081.760992,-528.012,30,-558.0116,-539.003736,0.3587,0,0.0023,0.0028,0.9568,0.9721,0,0,0.007,2081.760992,-696.725,-545.206,-530.154519,-671.31,25.4146,-542.1957,18.716,0,0.147,0.179,54.009,406.912,
24/6/2020 12:18:23,269.09,5.201,2075.118627,-527.725,30,-557.7248,-538.716911,0.3541,0,0.0023,0.0028,0.9399,0.9712,0,0,0.007,2075.118627,-696.388,-544.8588,-529.807342,-670.973,25.4146,-541.8485,18.483,0,0.145,0.176,53.158,406.694,
24/6/2020 12:18:24,269.094,5.278,2068.477073,-527.433,30,-557.4329,-538.42498,0.3496,0,0.0023,0.0028,0.9236,0.9703,0,0,0.007,2068.477073,-696.046,-544.5072,-529.455651,-670.632,25.4146,-541.4969,18.255,0,0.143,0.174,52.327,406.47,
24/6/2020 12:18:25,269.098,5.355,2061.836346,-527.136,30,-557.1358,-538.127897,0.3452,0,0.0023,0.0027,0.9076,0.9694,0,0,0.007,2061.836346,-695.7,-544.1509,-529.099358,-670.286,25.4146,-541.1406,18.031,0,0.142,0.172,51.516,406.238,
24/6/2020 12:18:26,269.102,5.432,2055.196461,-526.834,30,-556.8335,-537.825617,0.3409,0,0.0022,0.0027,0.8922,0.9685,0,0,0.007,2055.196461,-695.349,-543.7899,-528.738386,-669.934,25.4146,-540.7796,17.811,0,0.14,0.17,50.725,405.998,
24/6/2020 12:18:27,269.106,5.51,2048.557434,-526.526,30,-556.526,-537.518092,0.3367,0,0.0022,0.0027,0.8771,0.9675,0,0,0.007,2048.557434,-694.993,-543.4242,-528.372675,-669.579,25.4146,-540.4139,17.596,0,0.138,0.167,49.952,405.751,
24/6/2020 12:18:28,269.11,5.588,2041.919281,-526.213,30,-556.2132,-537.205276,0.3325,0,0.0022,0.0026,0.8625,0.9666,0,0,0.007,2041.919281,-694.632,-543.0536,-528.002149,-669.218,25.4146,-540.0433,17.384,0,0.136,0.165,49.198,405.496,
24/6/2020 12:18:29,269.114,5.666,2035.282017,-525.895,30,-555.895,-536.887122,0.3285,0,0.0021,0.0026,0.8482,0.9656,0,0,0.007,2035.282017,-694.267,-542.6782,-527.626728,-668.852,25.4146,-539.6679,17.177,0,0.135,0.163,48.461,405.233,
24/6/2020 12:18:30,269.118,5.745,2028.645659,-525.571,30,-555.5715,-536.56358,0.3245,0,0.0021,0.0026,0.8343,0.9646,0,0,0.007,2028.645659,-693.896,-542.2979,-527.246362,-668.481,25.4146,-539.2876,16.973,0,0.133,0.161,47.741,404.963,
24/6/2020 12:18:31,269.122,5.824,2022.010222,-525.243,30,-555.2425,-536.234604,0.3206,0,0.0021,0.0025,0.8208,0.9636,0,0,0.007,2022.010222,-693.52,-541.9125,-526.860965,-668.105,25.4146,-538.9022,16.773,0,0.131,0.159,47.038,404.686,
24/6/2020 12:18:32,269.126,5.903,2015.375724,-524.908,30,-554.908,-535.900143,0.3167,0,0.0021,0.0025,0.8076,0.9626,0,0,0.007,2015.375724,-693.139,-541.522,-526.470467,-667.724,25.4146,-538.5117,16.577,0,0.13,0.157,46.35,404.4,
24/6/2020 12:18:33,269.131,5.983,2008.74218,-524.568,30,-554.568,-535.560148,0.313,0,0.002,0.0025,0.7947,0.9615,0,0,0.007,2008.74218,-692.752,-541.1263,-526.07481,-667.338,25.4146,-538.116,16.384,0,0.128,0.155,45.678,404.108,
24/6/2020 12:18:34,269.135,6.063,2002.109607,-524.222,30,-554.2225,-535.214569,0.3093,0,0.002,0.0024,0.7822,0.9604,0,0,0.007,2002.109607,-692.361,-540.7254,-525.673918,-666.946,25.4146,-537.7151,16.195,0,0.127,0.154,45.02,403.808,
24/6/2020 12:18:35,269.139,6.143,1995.478023,-523.871,30,-553.8713,-534.863355,0.3057,0,0.002,0.0024,0.77,0.9593,0,0,0.007,1995.478023,-691.964,-540.3192,-525.267709,-666.549,25.4146,-537.3089,16.009,0,0.125,0.152,44.377,403.498,
24/6/2020 12:18:36,269.143,6.224,1988.847445,-523.514,30,-553.5144,-534.506455,0.3021,0,0.002,0.0024,0.758,0.9582,0,0,0.007,1988.847445,-691.561,-539.9076,-524.856134,-666.146,25.4146,-536.8973,15.827,0,0.124,0.15,43.748,403.182,
24/6/2020 12:18:37,269.147,6.305,1982.217889,-523.152,30,-553.1517,-534.143816,0.2986,0,0.0019,0.0024,0.7464,0.9571,0,0,0.007,1982.217889,-691.153,-539.4906,-524.439127,-665.739,25.4146,-536.4803,15.647,0,0.122,0.148,43.132,402.859,
24/6/2020 12:18:38,269.151,6.386,1975.589374,-522.783,30,-552.7833,-533.775388,0.2952,0,0.0019,0.0023,0.735,0.956,0,0,0.007,1975.589374,-690.74,-539.0681,-524.016599,-665.325,25.4146,-536.0578,15.471,0,0.121,0.146,42.53,402.527,
24/6/2020 12:18:39,269.156,6.468,1968.961918,-522.409,30,-552.409,-533.401116,0.2918,0,0.0019,0.0023,0.7239,0.9548,0,0,0.007,1968.961918,-690.321,-538.64,-523.588491,-664.906,25.4146,-535.6297,15.298,0,0.12,0.145,41.94,402.188,
24/6/2020 12:18:40,269.16,6.55,1962.335538,-522.029,30,-552.0288,-533.020947,0.2885,0,0.0019,0.0023,0.7131,0.9536,0,0,0.007,1962.335538,-689.896,-538.2062,-523.154738,-664.481,25.4146,-535.1959,15.128,0,0.118,0.143,41.362,401.841,
24/6/2020 12:18:41,269.164,6.632,1955.710252,-521.643,30,-551.6427,-532.634826,0.2852,0,0.0019,0.0022,0.7025,0.9524,0,0,0.007,1955.710252,-689.465,-537.7668,-522.715264,-664.05,25.4146,-534.7565,14.96,0,0.117,0.141,40.797,401.485,
24/6/2020 12:18:42,269.168,6.715,1949.08608,-521.251,30,-551.2506,-532.2427,0.282,0,0.0018,0.0022,0.6922,0.9512,0,0,0.007,1949.08608,-689.029,-537.3215,-522.270017,-663.614,25.4146,-534.3112,14.796,0,0.116,0.14,40.243,401.123,
24/6/2020 12:18:43,269.173,6.798,1942.463039,-520.852,30,-550.8524,-531.844512,0.2789,0,0.0018,0.0022,0.6821,0.9499,0,0,0.006,1942.463039,-688.586,-536.8704,-521.818874,-663.172,25.4146,-533.8601,14.634,0,0.115,0.138,39.7,400.749,
24/6/2020 12:18:44,269.177,6.882,1935.841149,-520.448,30,-550.4481,-531.440206,0.2758,0,0.0018,0.0022,0.6722,0.9487,0,0,0.006,1935.841149,-688.138,-536.4134,-521.361852,-662.724,25.4146,-533.4031,14.475,0,0.113,0.137,39.168,400.371,
24/6/2020 12:18:45,269.181,6.965,1929.220429,-520.038,30,-550.0376,-531.029727,0.2728,0,0.0018,0.0021,0.6625,0.9474,0,0,0.006,1929.220429,-687.684,-535.9503,-520.89883,-662.269,25.4146,-532.94,14.319,0,0.112,0.135,38.647,399.984,
24/6/2020 12:18:46,269.185,7.05,1922.600898,-519.621,30,-549.6209,-530.613015,0.2698,0,0.0018,0.0021,0.6531,0.9461,0,0,0.006,1922.600898,-687.224,-535.4813,-520.429754,-661.809,25.4146,-532.471,14.165,0,0.111,0.134,38.136,399.59,
24/6/2020 12:18:47,269.19,7.134,1915.982576,-519.198,30,-549.1979,-530.190014,0.2669,0,0.0017,0.0021,0.6438,0.9448,0,0,0.006,1915.982576,-686.757,-535.0061,-519.954551,-661.342,25.4146,-531.9958,14.014,0,0.11,0.132,37.636,399.188,
24/6/2020 12:18:48,269.194,7.219,1909.365483,-518.769,30,-548.7686,-529.760665,0.264,0,0.0017,0.0021,0.6348,0.9434,0,0,0.006,1909.365483,-686.284,-534.5246,-519.473142,-660.87,25.4146,-531.5143,13.865,0,0.109,0.131,37.145,398.778,
24/6/2020 12:18:49,269.198,7.305,1902.749638,-518.333,30,-548.3328,-529.324908,0.2611,0,0.0017,0.0021,0.6259,0.9421,0,0,0.006,1902.749638,-685.805,-534.037,-518.985474,-660.391,25.4146,-531.0267,13.719,0,0.108,0.129,36.663,398.361,
24/6/2020 12:18:50,269.203,7.39,1896.135062,-517.891,30,-547.8906,-528.882684,0.2584,0,0.0017,0.002,0.6173,0.9407,0,0,0.006,1896.135062,-685.32,-533.543,-518.491455,-659.905,25.4146,-530.5327,13.574,0,0.107,0.128,36.19,397.934,
24/6/2020 12:18:51,269.207,7.476,1889.521776,-517.442,30,-547.4418,-528.433932,0.2556,0,0.0017,0.002,0.6088,0.9393,0,0,0.006,1889.521776,-684.828,-533.0425,-517.991043,-659.414,25.4146,-530.0322,13.433,0,0.105,0.126,35.727,397.502,
24/6/2020 12:18:52,269.212,7.563,1882.909801,-516.986,30,-546.9865,-527.97859,0.2529,0,0.0017,0.002,0.6005,0.9379,0,0,0.006,1882.909801,-684.33,-532.5356,-517.484143,-658.915,25.4146,-529.5253,13.293,0,0.104,0.125,35.272,397.06,
24/6/2020 12:18:53,269.216,7.65,1876.299157,-516.524,30,-546.5245,-527.516596,0.2503,0,0.0016,0.002,0.5923,0.9364,0,0,0.006,1876.299157,-683.825,-532.0222,-516.970692,-658.411,25.4146,-529.0119,13.155,0,0.103,0.124,34.826,396.611,
24/6/2020 12:18:54,269.22,7.737,1869.689867,-516.056,30,-546.0558,-527.047889,0.2476,0,0.0016,0.0019,0.5844,0.935,0,0,0.006,1869.689867,-683.314,-531.5021,-516.450621,-657.899,25.4146,-528.4918,13.02,0,0.102,0.122,34.388,396.154,
24/6/2020 12:18:55,269.225,7.825,1863.081951,-515.58,30,-545.5803,-526.572403,0.2451,0,0.0016,0.0019,0.5765,0.9335,0,0,0.006,1863.081951,-682.796,-530.9753,-515.923847,-657.381,25.4146,-527.965,12.887,0,0.101,0.121,33.958,395.689,
24/6/2020 12:18:56,269.229,7.913,1856.475432,-515.098,30,-545.098,-526.090076,0.2425,0,0.0016,0.0019,0.5689,0.932,0,0,0.006,1856.475432,-682.271,-530.4418,-515.390309,-656.856,25.4146,-527.4315,12.756,0,0.1,0.12,33.535,395.216,
24/6/2020 12:18:57,269.234,8.001,1849.870332,-514.609,30,-544.6087,-525.600842,0.24,0,0.0016,0.0019,0.5614,0.9305,0,0,0.006,1849.870332,-681.739,-529.9014,-514.849931,-656.324,25.4146,-526.8911,12.626,0,0.099,0.119,33.121,394.735,
24/6/2020 12:18:58,269.238,8.09,1843.266674,-514.113,30,-544.1125,-525.104635,0.2376,0,0.0016,0.0019,0.554,0.929,0,0,0.006,1843.266674,-681.2,-529.3541,-514.302635,-655.786,25.4146,-526.3438,12.499,0,0.098,0.117,32.714,394.246,
24/6/2020 12:18:59,269.243,8.18,1836.664479,-513.609,30,-543.6093,-524.601389,0.2352,0,0.0015,0.0018,0.5468,0.9275,0,0,0.006,1836.664479,-680.655,-528.7999,-513.748361,-655.24,25.4146,-525.7896,12.374,0,0.097,0.116,32.314,393.75,
24/6/2020 12:19:00,269.247,8.27,1830.063773,-513.099,30,-543.0989,-524.091036,0.2328,0,0.0015,0.0018,0.5397,0.9259,0,0,0.006,1830.063773,-680.102,-528.2385,-513.187013,-654.687,25.4146,-525.2282,12.25,0,0.097,0.115,31.921,393.245,
24/6/2020 12:19:01,269.252,8.36,1823.464577,-512.581,30,-542.5814,-523.57351,0.2304,0,0.0015,0.0018,0.5328,0.9243,0,0,0.006,1823.464577,-679.542,-527.67,-512.618542,-654.128,25.4146,-524.6597,12.129,0,0.096,0.114,31.534,392.734,
24/6/2020 12:19:02,269.256,8.45,1816.866915,-512.057,30,-542.0566,-523.04874,0.2281,0,0.0015,0.0018,0.5259,0.9227,0,0,0.006,1816.866915,-678.975,-527.0943,-512.042843,-653.561,25.4146,-524.084,12.009,0,0.095,0.113,31.155,392.213,
24/6/2020 12:19:03,269.261,8.542,1810.270813,-511.525,30,-541.5246,-522.516658,0.2259,0,0.0015,0.0018,0.5193,0.9211,0,0,0.006,1810.270813,-678.401,-526.5114,-511.459865,-652.986,25.4146,-523.5011,11.89,0,0.094,0.112,30.782,391.686,
24/6/2020 12:19:04,269.266,8.633,1803.676293,-510.985,30,-540.9851,-521.977192,0.2236,0,0.0015,0.0018,0.5127,0.9194,0,0,0.006,1803.676293,-677.819,-525.921,-510.869514,-652.405,25.4146,-522.9107,11.774,0,0.093,0.11,30.415,391.15,
24/6/2020 12:19:05,269.27,8.725,1797.083381,-510.438,30,-540.4382,-521.430273,0.2214,0,0.0015,0.0017,0.5063,0.9178,0,0,0.006,1797.083381,-677.23,-525.3232,-510.271716,-651.816,25.4146,-522.3129,11.659,0,0.092,0.109,30.055,390.606,
24/6/2020 12:19:06,269.275,8.818,1790.492101,-509.884,30,-539.8837,-520.875827,0.2192,0,0.0014,0.0017,0.4999,0.9161,0,0,0.006,1790.492101,-676.634,-524.7179,-509.666394,-651.219,25.4146,-521.7076,11.546,0,0.091,0.108,29.701,390.054,
24/6/2020 12:19:07,269.28,8.911,1783.90248,-509.322,30,-539.3217,-520.313782,0.2171,0,0.0014,0.0017,0.4937,0.9144,0,0,0.006,1783.90248,-676.029,-524.105,-509.053482,-650.615,25.4146,-521.0947,11.434,0,0.09,0.107,29.352,389.495,
24/6/2020 12:19:08,269.284,9.004,1777.314543,-508.752,30,-538.752,-519.744064,0.215,0,0.0014,0.0017,0.4876,0.9127,0,0,0.006,1777.314543,-675.418,-523.4844,-508.432885,-650.003,25.4146,-520.4741,11.324,0,0.089,0.106,29.01,388.928,
24/6/2020 12:19:09,269.289,9.098,1770.728315,-508.175,30,-538.1745,-519.166599,0.2129,0,0.0014,0.0017,0.4816,0.911,0,0,0.006,1770.728315,-674.798,-522.856,-507.804534,-649.383,25.4146,-519.8457,11.216,0,0.089,0.105,28.673,388.354,
24/6/2020 12:19:10,269.294,9.192,1764.143823,-507.589,30,-537.5892,-518.58131,0.2108,0,0.0014,0.0017,0.4757,0.9092,0,0,0.006,1764.143823,-674.171,-522.2198,-507.168334,-648.756,25.4146,-519.2095,11.109,0,0.088,0.104,28.341,387.772,
24/6/2020 12:19:11,269.298,9.287,1757.561094,-506.996,30,-536.996,-517.988123,0.2088,0,0.0014,0.0016,0.47,0.9075,0,0,0.006,1757.561094,-673.535,-521.5757,-506.524215,-648.121,25.4146,-518.5654,11.003,0,0.087,0.103,28.015,387.182,
24/6/2020 12:19:12,269.303,9.382,1750.980156,-506.395,30,-536.3949,-517.386959,0.2068,0,0.0014,0.0016,0.4643,0.9057,0,0,0.006,1750.980156,-672.892,-520.9236,-505.872078,-647.478,25.4146,-517.9133,10.899,0,0.086,0.102,27.694,386.583,
24/6/2020 12:19:13,269.308,9.478,1744.401035,-505.786,30,-535.7856,-516.77774,0.2048,0,0.0014,0.0016,0.4587,0.9039,0,0,0.006,1744.401035,-672.241,-520.2634,-505.211867,-646.826,25.4146,-517.2531,10.796,0,0.085,0.101,27.378,385.978,
24/6/2020 12:19:14,269.313,9.574,1737.823759,-505.168,30,-535.1683,-516.160387,0.2029,0,0.0013,0.0016,0.4532,0.9021,0,0,0.006,1737.823759,-671.581,-519.595,-504.543482,-646.167,25.4146,-516.5847,10.695,0,0.085,0.1,27.067,385.365,
24/6/2020 12:19:15,269.318,9.671,1731.248358,-504.543,30,-534.5427,-515.534821,0.2009,0,0.0013,0.0016,0.4478,0.9002,0,0,0.006,1731.248358,-670.914,-518.9183,-503.866832,-645.499,25.4146,-515.908,10.595,0,0.084,0.099,26.761,384.744,
24/6/2020 12:19:16,269.322,9.769,1724.674858,-503.909,30,-533.9089,-514.90096,0.1991,0,0.0013,0.0016,0.4425,0.8984,0,0,0.006,1724.674858,-670.238,-518.2333,-503.181841,-644.823,25.4146,-515.223,10.497,0,0.083,0.098,26.46,384.115,
24/6/2020 12:19:17,269.327,9.866,1718.10329,-503.267,30,-533.2666,-514.258722,0.1972,0,0.0013,0.0015,0.4373,0.8965,0,0,0.006,1718.10329,-669.553,-517.5399,-502.488424,-644.139,25.4146,-514.5296,10.399,0,0.082,0.097,26.163,383.479,
24/6/2020 12:19:18,269.332,9.965,1711.533683,-502.616,30,-532.6159,-513.608025,0.1953,0,0.0013,0.0015,0.4321,0.8946,0,0,0.006,1711.533683,-668.861,-516.838,-501.786487,-643.446,25.4146,-513.8277,10.303,0,0.082,0.096,25.871,382.835,
24/6/2020 12:19:19,269.337,10.064,1704.966067,-501.957,30,-531.9567,-512.948784,0.1935,0,0.0013,0.0015,0.4271,0.8927,0,0,0.006,1704.966067,-668.159,-516.1274,-501.07594,-642.744,25.4146,-513.1171,10.208,0,0.081,0.095,25.583,382.183,
24/6/2020 12:19:20,269.342,10.163,1698.400473,-501.289,30,-531.2888,-512.280915,0.1917,0,0.0013,0.0015,0.4221,0.8908,0,0,0.006,1698.400473,-667.449,-515.4082,-500.356714,-642.034,25.4146,-512.3979,10.115,0,0.08,0.094,25.3,381.526,
24/6/2020 12:19:21,269.347,10.263,1691.83693,-500.612,30,-530.6122,-511.604332,0.19,0,0.0013,0.0015,0.4172,0.8888,0,0,0.006,1691.83693,-666.73,-514.6802,-499.628694,-641.316,25.4146,-511.6699,10.022,0,0.08,0.094,25.021,380.859,
24/6/2020 12:19:22,269.352,10.364,1685.27547,-499.927,30,-529.9268,-510.918948,0.1882,0,0.0013,0.0015,0.4124,0.8869,0,0,0.006,1685.27547,-666.003,-513.9433,-498.891804,-640.588,25.4146,-510.933,9.931,0,0.079,0.093,24.746,380.186,
24/6/2020 12:19:23,269.357,10.465,1678.716125,-499.233,30,-529.2326,-510.224675,0.1865,0,0.0012,0.0015,0.4077,0.8849,0,0,0.006,1678.716125,-665.266,-513.1974,-498.14594,-639.851,25.4146,-510.1871,9.841,0,0.078,0.092,24.475,379.504,
24/6/2020 12:19:24,269.362,10.566,1672.158927,-498.529,30,-528.5293,-509.521424,0.1848,0,0.0012,0.0014,0.403,0.8829,0,0,0.006,1672.158927,-664.52,-512.4425,-497.391023,-639.106,25.4146,-509.4322,9.752,0,0.077,0.091,24.209,378.815,
24/6/2020 12:19:25,269.367,10.668,1665.603909,-497.817,30,-527.817,-508.809105,0.1831,0,0.0012,0.0014,0.3985,0.8809,0,0,0.006,1665.603909,-663.766,-511.6784,-496.626944,-638.351,25.4146,-508.6681,9.664,0,0.077,0.09,23.946,378.119,
24/6/2020 12:19:26,269.372,10.771,1659.051103,-497.096,30,-527.0955,-508.087628,0.1814,0,0.0012,0.0014,0.3939,0.8789,0,0,0.006,1659.051103,-663.002,-510.9051,-495.853628,-637.587,25.4146,-507.8948,9.578,0,0.076,0.089,23.687,377.416,
24/6/2020 12:19:27,269.377,10.875,1652.500543,-496.365,30,-526.3648,-507.356899,0.1798,0,0.0012,0.0014,0.3895,0.8768,0,0,0.006,1652.500543,-662.228,-510.1225,-495.070974,-636.814,25.4146,-507.1122,9.492,0,0.075,0.089,23.431,376.706,
24/6/2020 12:19:28,269.382,10.978,1645.952263,-495.625,30,-525.6247,-506.616826,0.1782,0,0.0012,0.0014,0.3851,0.8748,0,0,0.005,1645.952263,-661.446,-509.3304,-494.278871,-636.031,25.4146,-506.3201,9.407,0,0.075,0.088,23.18,375.988,
24/6/2020 12:19:29,269.388,11.083,1639.406298,-494.875,30,-524.8752,-505.867313,0.1766,0,0.0012,0.0014,0.3808,0.8727,0,0,0.005,1639.406298,-660.654,-508.5287,-493.47723,-635.239,25.4146,-505.5184,9.324,0,0.074,0.087,22.931,375.262,
24/6/2020 12:19:30,269.393,11.188,1632.862683,-494.116,30,-524.1162,-505.108267,0.175,0,0.0012,0.0014,0.3766,0.8706,0,0,0.005,1632.862683,-659.852,-507.7174,-492.665946,-634.437,25.4146,-504.7071,9.241,0,0.073,0.086,22.687,374.529,
24/6/2020 12:19:31,269.398,11.294,1626.321453,-493.347,30,-523.3475,-504.339589,0.1734,0,0.0012,0.0014,0.3724,0.8685,0,0,0.005,1626.321453,-659.04,-506.8964,-491.844942,-633.626,25.4146,-503.8861,9.16,0,0.073,0.085,22.446,373.791,
24/6/2020 12:19:32,269.403,11.4,1619.782645,-492.569,30,-522.5691,-503.561183,0.1719,0,0.0011,0.0013,0.3683,0.8664,0,0,0.005,1619.782645,-658.219,-506.0656,-491.014088,-632.805,25.4146,-503.0553,9.079,0,0.072,0.085,22.208,373.043,
24/6/2020 12:19:33,269.408,11.507,1613.246294,-491.781,30,-521.7809,-502.772949,0.1704,0,0.0011,0.0013,0.3642,0.8642,0,0,0.005,1613.246294,-657.388,-505.2248,-490.173301,-631.974,25.4146,-502.2145,8.999,0,0.071,0.084,21.973,372.29,
24/6/2020 12:19:34,269.414,11.615,1606.712439,-490.983,30,-520.9827,-501.974787,0.1689,0,0.0011,0.0013,0.3602,0.8621,0,0,0.005,1606.712439,-656.547,-504.374,-489.322458,-631.132,25.4146,-501.3637,8.921,0,0.071,0.083,21.742,371.528,
24/6/2020 12:19:35,269.419,11.723,1600.181116,-490.174,30,-520.1745,-501.166595,0.1674,0,0.0011,0.0013,0.3563,0.8599,0,0,0.005,1600.181116,-655.696,-503.513,-488.461474,-630.281,25.4146,-500.5027,8.843,0,0.07,0.082,21.514,370.759,
24/6/2020 12:19:36,269.424,11.832,1593.652365,-489.356,30,-519.3562,-500.348272,0.1659,0,0.0011,0.0013,0.3524,0.8577,0,0,0.005,1593.652365,-654.835,-502.6417,-487.590224,-629.42,25.4146,-499.6314,8.766,0,0.069,0.082,21.289,369.983,
24/6/2020 12:19:37,269.43,11.941,1587.126224,-488.528,30,-518.5276,-499.519713,0.1645,0,0.0011,0.0013,0.3486,0.8555,0,0,0.005,1587.126224,-653.963,-501.7601,-486.708619,-628.548,25.4146,-498.7498,8.69,0,0.069,0.081,21.067,369.2,
24/6/2020 12:19:38,269.435,12.051,1580.602733,-487.689,30,-517.6887,-498.680813,0.163,0,0.0011,0.0013,0.3448,0.8533,0,0,0.005,1580.602733,-653.081,-500.868,-485.816544,-627.666,25.4146,-497.8577,8.615,0,0.068,0.08,20.848,368.409,
24/6/2020 12:19:39,269.441,12.162,1574.081932,-486.839,30,-516.8394,-497.831465,0.1616,0,0.0011,0.0013,0.3411,0.8511,0,0,0.005,1574.081932,-652.188,-499.9654,-484.913897,-626.773,25.4146,-496.9551,8.541,0,0.068,0.08,20.632,367.613,
24/6/2020 12:19:40,269.446,12.273,1567.563862,-485.979,30,-515.9795,-496.971563,0.1602,0,0.0011,0.0013,0.3374,0.8488,0,0,0.005,1567.563862,-651.285,-499.0521,-484.000559,-625.87,25.4146,-496.0418,8.467,0,0.067,0.079,20.419,366.809,
24/6/2020 12:19:41,269.451,12.386,1561.048563,-485.109,30,-515.1089,-496.100997,0.1588,0,0.0011,0.0012,0.3338,0.8466,0,0,0.005,1561.048563,-650.371,-498.1279,-483.07641,-624.956,25.4146,-495.1176,8.395,0,0.066,0.078,20.208,365.997,
24/6/2020 12:19:42,269.457,12.498,1554.536079,-484.228,30,-514.2276,-495.219657,0.1575,0,0.001,0.0012,0.3302,0.8443,0,0,0.005,1554.536079,-649.446,-497.1928,-482.141348,-624.031,25.4146,-494.1825,8.323,0,0.066,0.077,20,365.178,
24/6/2020 12:19:43,269.463,12.612,1548.026452,-483.335,30,-513.3353,-494.327432,0.1561,0,0.001,0.0012,0.3267,0.842,0,0,0.005,1548.026452,-648.51,-496.2468,-481.195263,-623.095,25.4146,-493.2365,8.252,0,0.065,0.077,19.795,364.352,
24/6/2020 12:19:44,269.468,12.726,1541.519724,-482.432,30,-512.4321,-493.424209,0.1548,0,0.001,0.0012,0.3233,0.8397,0,0,0.005,1541.519724,-647.563,-495.2895,-480.238036,-622.148,25.4146,-492.2792,8.182,0,0.065,0.076,19.593,363.52,
24/6/2020 12:19:45,269.474,12.841,1535.015941,-481.518,30,-511.5178,-492.509873,0.1534,0,0.001,0.0012,0.3198,0.8374,0,0,0.005,1535.015941,-646.605,-494.321,-479.269545,-621.19,25.4146,-491.3107,8.112,0,0.064,0.075,19.393,362.681,
24/6/2020 12:19:46,269.479,12.957,1528.515146,-480.592,30,-510.5922,-491.584309,0.1521,0,0.001,0.0012,0.3165,0.835,0,0,0.005,1528.515146,-645.635,-493.3412,-478.289682,-620.221,25.4146,-490.3309,8.043,0,0.063,0.075,19.196,361.835,
24/6/2020 12:19:47,269.485,13.073,1522.017386,-479.655,30,-509.6553,-490.6474,0.1508,0,0.001,0.0012,0.3131,0.8327,0,0,0.005,1522.017386,-644.655,-492.3498,-477.298324,-619.24,25.4146,-489.3395,7.976,0,0.063,0.074,19.001,360.983,
24/6/2020 12:19:48,269.491,13.19,1515.522707,-478.707,30,-508.7069,-489.699027,0.1495,0,0.001,0.0012,0.3099,0.8303,0,0,0.005,1515.522707,-643.662,-491.3468,-476.295346,-618.247,25.4146,-488.3365,7.908,0,0.062,0.074,18.809,360.123,
24/6/2020 12:19:49,269.496,13.308,1509.031155,-477.747,30,-507.747,-488.739072,0.1483,0,0.001,0.0012,0.3066,0.828,0,0,0.005,1509.031155,-642.658,-490.3321,-475.280631,-617.243,25.4146,-487.3218,7.842,0,0.062,0.073,18.619,359.258,
24/6/2020 12:19:50,269.502,13.427,1502.542778,-476.775,30,-506.7753,-487.767411,0.147,0,0.001,0.0011,0.3034,0.8256,0,0,0.005,1502.542778,-641.642,-489.3056,-474.254055,-616.227,25.4146,-486.2953,7.776,0,0.061,0.072,18.432,358.386,
24/6/2020 12:19:51,269.508,13.546,1496.057625,-475.792,30,-505.7918,-486.783924,0.1458,0,0.001,0.0011,0.3003,0.8232,0,0,0.005,1496.057625,-640.614,-488.267,-473.215496,-615.199,25.4146,-485.2567,7.711,0,0.06,0.072,18.247,357.507,
24/6/2020 12:19:52,269.514,13.667,1489.575745,-474.796,30,-504.7964,-485.788486,0.1446,0,0.001,0.0011,0.2971,0.8207,0,0,0.005,1489.575745,-639.574,-487.2163,-472.164817,-614.16,25.4146,-484.206,7.647,0,0.06,0.071,18.064,356.622,
24/6/2020 12:19:53,269.52,13.788,1483.097188,-473.789,30,-503.7889,-484.78097,0.1433,0,0.0009,0.0011,0.2941,0.8183,0,0,0.005,1483.097188,-638.522,-486.1534,-471.101907,-613.107,25.4146,-483.1431,7.583,0,0.059,0.07,17.883,355.731,
24/6/2020 12:19:54,269.526,13.909,1476.622004,-472.769,30,-502.7692,-483.761251,0.1421,0,0.0009,0.0011,0.291,0.8159,0,0,0.005,1476.622004,-637.458,-485.0781,-470.026619,-612.043,25.4146,-482.0678,7.52,0,0.059,0.07,17.705,354.834,
24/6/2020 12:19:55,269.532,14.032,1470.150247,-471.737,30,-501.7371,-482.729199,0.141,0,0.0009,0.0011,0.288,0.8134,0,0,0.005,1470.150247,-636.381,-483.9903,-468.938827,-610.966,25.4146,-480.98,7.458,0,0.058,0.069,17.529,353.93,
