Azimuth (deg),Elevation (deg),EIRP (dBW),Xmtr Gain (dB),Xmtr EIRP Intensity (dBW/Sterad),Atmos Loss (dB),Rain Loss (dB),CloudsFog Loss (dB)
269.22,7.737,-516.056,-546.0558,-527.047889,0.2476,0.0016,0.0019
269.225,7.825,-515.58,-545.5803,-526.572403,0.2451,0.0016,0.0019
269.229,7.913,-515.098,-545.098,-526.090076,0.2425,0.0016,0.0019
269.234,8.001,-514.609,-544.6087,-525.600842,0.24,0.0016,0.0019
269.238,8.09,-514.113,-544.1125,-525.104635,0.2376,0.0016,0.0019
269.243,8.18,-513.609,-543.6093,-524.601389,0.2352,0.0015,0.0018
269.247,8.27,-513.099,-543.0989,-524.091036,0.2328,0.0015,0.0018
269.252,8.36,-512.581,-542.5814,-523.57351,0.2304,0.0015,0.0018
269.256,8.45,-512.057,-542.0566,-523.04874,0.2281,0.0015,0.0018
269.261,8.542,-511.525,-541.5246,-522.516658,0.2259,0.0015,0.0018
269.266,8.633,-510.985,-540.9851,-521.977192,0.2236,0.0015,0.0018
269.27,8.725,-510.438,-540.4382,-521.430273,0.2214,0.0015,0.0017
269.275,8.818,-509.884,-539.8837,-520.875827,0.2192,0.0014,0.0017
269.28,8.911,-509.322,-539.3217,-520.313782,0.2171,0.0014,0.0017
269.284,9.004,-508.752,-538.752,-519.744064,0.215,0.0014,0.0017
269.289,9.098,-508.175,-538.1745,-519.166599,0.2129,0.0014,0.0017
269.294,9.192,-507.589,-537.5892,-518.58131,0.2108,0.0014,0.0017
269.298,9.287,-506.996,-536.996,-517.988123,0.2088,0.0014,0.0016
269.303,9.382,-506.395,-536.3949,-517.386959,0.2068,0.0014,0.0016
269.308,9.478,-505.786,-535.7856,-516.77774,0.2048,0.0014,0.0016
269.313,9.574,-505.168,-535.1683,-516.160387,0.2029,0.0013,0.0016
269.318,9.671,-504.543,-534.5427,-515.534821,0.2009,0.0013,0.0016
269.322,9.769,-503.909,-533.9089,-514.90096,0.1991,0.0013,0.0016
269.327,9.866,-503.267,-533.2666,-514.258722,0.1972,0.0013,0.0015
269.332,9.965,-502.616,-532.6159,-513.608025,0.1953,0.0013,0.0015
269.337,10.064,-501.957,-531.9567,-512.948784,0.1935,0.0013,0.0015
269.342,10.163,-501.289,-531.2888,-512.280915,0.1917,0.0013,0.0015
269.347,10.263,-500.612,-530.6122,-511.604332,0.19,0.0013,0.0015
269.352,10.364,-499.927,-529.9268,-510.918948,0.1882,0.0013,0.0015
269.357,10.465,-499.233,-529.2326,-510.224675,0.1865,0.0012,0.0015
269.362,10.566,-498.529,-528.5293,-509.521424,0.1848,0.0012,0.0014
269.367,10.668,-497.817,-527.817,-508.809105,0.1831,0.0012,0.0014
269.372,10.771,-497.096,-527.0955,-508.087628,0.1814,0.0012,0.0014
269.377,10.875,-496.365,-526.3648,-507.356899,0.1798,0.0012,0.0014
269.382,10.978,-495.625,-525.6247,-506.616826,0.1782,0.0012,0.0014
269.388,11.083,-494.875,-524.8752,-505.867313,0.1766,0.0012,0.0014
269.393,11.188,-494.116,-524.1162,-505.108267,0.175,0.0012,0.0014
269.398,11.294,-493.347,-523.3475,-504.339589,0.1734,0.0012,0.0014
269.403,11.4,-492.569,-522.5691,-503.561183,0.1719,0.0011,0.0013
269.408,11.507,-491.781,-521.7809,-502.772949,0.1704,0.0011,0.0013
269.414,11.615,-490.983,-520.9827,-501.974787,0.1689,0.0011,0.0013
269.419,11.723,-490.174,-520.1745,-501.166595,0.1674,0.0011,0.0013
269.424,11.832,-489.356,-519.3562,-500.348272,0.1659,0.0011,0.0013
269.43,11.941,-488.528,-518.5276,-499.519713,0.1645,0.0011,0.0013
269.435,12.051,-487.689,-517.6887,-498.680813,0.163,0.0011,0.0013
269.441,12.162,-486.839,-516.8394,-497.831465,0.1616,0.0011,0.0013
269.446,12.273,-485.979,-515.9795,-496.971563,0.1602,0.0011,0.0013
269.451,12.386,-485.109,-515.1089,-496.100997,0.1588,0.0011,0.0012
269.457,12.498,-484.228,-514.2276,-495.219657,0.1575,0.001,0.0012
269.463,12.612,-483.335,-513.3353,-494.327432,0.1561,0.001,0.0012
269.468,12.726,-482.432,-512.4321,-493.424209,0.1548,0.001,0.0012
269.474,12.841,-481.518,-511.5178,-492.509873,0.1534,0.001,0.0012
269.479,12.957,-480.592,-510.5922,-491.584309,0.1521,0.001,0.0012
269.485,13.073,-479.655,-509.6553,-490.6474,0.1508,0.001,0.0012
269.491,13.19,-478.707,-508.7069,-489.699027,0.1495,0.001,0.0012
269.496,13.308,-477.747,-507.747,-488.739072,0.1483,0.001,0.0012
269.502,13.427,-476.775,-506.7753,-487.767411,0.147,0.001,0.0011
269.508,13.546,-475.792,-505.7918,-486.783924,0.1458,0.001,0.0011
269.514,13.667,-474.796,-504.7964,-485.788486,0.1446,0.001,0.0011
269.52,13.788,-473.789,-503.7889,-484.78097,0.1433,0.0009,0.0011
269.526,13.909,-472.769,-502.7692,-483.761251,0.1421,0.0009,0.0011
269.532,14.032,-471.737,-501.7371,-482.729199,0.141,0.0009,0.0011
269.538,14.155,-470.693,-500.6926,-481.684685,0.1398,0.0009,0.0011
269.544,14.28,-469.635,-499.6355,-480.627576,0.1386,0.0009,0.0011
269.55,14.405,-468.566,-498.5656,-479.557739,0.1375,0.0009,0.0011
269.556,14.531,-467.483,-497.4829,-478.47504,0.1363,0.0009,0.0011
269.562,14.657,-466.387,-496.3872,-477.379342,0.1352,0.0009,0.0011
269.568,14.785,-465.278,-495.2784,-476.270506,0.1341,0.0009,0.001
269.574,14.914,-464.156,-494.1563,-475.148395,0.133,0.0009,0.001
269.581,15.043,-463.021,-493.0208,-474.012865,0.1319,0.0009,0.001
269.587,15.174,-461.872,-491.8717,-472.863774,0.1308,0.0008,0.001
269.593,15.305,-460.709,-490.7089,-471.700978,0.1297,0.0008,0.001
269.6,15.437,-459.532,-489.5322,-470.52433,0.1287,0.0008,0.001
269.606,15.57,-458.342,-488.3416,-469.333682,0.1276,0.0008,0.001
269.612,15.704,-457.137,-487.1368,-468.128884,0.1266,0.0008,0.001
269.619,15.839,-455.918,-485.9177,-466.909785,0.1255,0.0008,0.001
269.626,15.975,-454.684,-484.6841,-465.676232,0.1245,0.0008,0.001
269.632,16.112,-453.436,-483.436,-464.42807,0.1235,0.0008,0.001
269.639,16.251,-452.173,-482.173,-463.165142,0.1225,0.0008,0.001
269.646,16.39,-450.895,-480.8952,-461.887289,0.1215,0.0008,0.0009
269.652,16.53,-449.602,-479.6023,-460.594352,0.1205,0.0008,0.0009
269.659,16.671,-448.294,-478.2941,-459.286168,0.1195,0.0008,0.0009
269.666,16.813,-446.97,-476.9705,-457.962573,0.1186,0.0007,0.0009
269.673,16.956,-445.631,-475.6313,-456.623401,0.1176,0.0007,0.0009
269.68,17.101,-444.276,-474.2764,-455.268486,0.1167,0.0007,0.0009
269.687,17.246,-442.906,-472.9056,-453.897656,0.1157,0.0007,0.0009
269.694,17.393,-441.519,-471.5186,-452.510742,0.1148,0.0007,0.0009
269.701,17.541,-440.115,-470.1155,-451.10757,0.1139,0.0007,0.0009
269.708,17.69,-438.696,-468.6959,-449.687965,0.113,0.0007,0.0009
269.715,17.84,-437.26,-467.2597,-448.25175,0.1121,0.0007,0.0009
269.723,17.991,-435.807,-465.8066,-446.798746,0.1112,0.0007,0.0009
269.73,18.144,-434.337,-464.3367,-445.328772,0.1103,0.0007,0.0009
269.738,18.297,-432.85,-462.8495,-443.841647,0.1094,0.0007,0.0009
269.745,18.452,-431.345,-461.3451,-442.337185,0.1085,0.0007,0.0008
269.753,18.608,-429.823,-459.8231,-440.8152,0.1076,0.0006,0.0008
269.76,18.766,-428.283,-458.2834,-439.275504,0.1068,0.0006,0.0008
269.768,18.925,-426.726,-456.7258,-437.717907,0.1059,0.0006,0.0008
269.776,19.085,-425.15,-455.1501,-436.142216,0.1051,0.0006,0.0008
269.783,19.246,-423.556,-453.5561,-434.548238,0.1042,0.0006,0.0008
269.791,19.409,-421.944,-451.9437,-432.935777,0.1034,0.0006,0.0008
269.799,19.573,-420.313,-450.3125,-431.304635,0.1026,0.0006,0.0008
269.807,19.739,-418.663,-448.6625,-429.654612,0.1018,0.0006,0.0008
269.815,19.906,-416.993,-446.9934,-427.985508,0.101,0.0006,0.0008
269.823,20.074,-415.305,-445.305,-426.297119,0.1002,0.0006,0.0008
269.832,20.244,-413.597,-443.5971,-424.589239,0.0994,0.0006,0.0008
269.84,20.415,-411.87,-441.8696,-422.861663,0.0986,0.0006,0.0008
269.848,20.588,-410.122,-440.1221,-421.114181,0.0978,0.0005,0.0008
269.857,20.762,-408.354,-438.3545,-419.346582,0.097,0.0005,0.0008
269.865,20.938,-406.567,-436.5666,-417.558656,0.0963,0.0005,0.0008
269.874,21.115,-404.758,-434.7581,-415.750187,0.0955,0.0005,0.0007
269.883,21.294,-402.929,-432.9289,-413.920961,0.0947,0.0005,0.0007
269.891,21.475,-401.079,-431.0787,-412.07076,0.094,0.0005,0.0007
269.9,21.657,-399.207,-429.2073,-410.199365,0.0932,0.0005,0.0007
269.909,21.841,-397.314,-427.3145,-408.306557,0.0925,0.0005,0.0007
269.918,22.026,-395.4,-425.4,-406.392112,0.0918,0.0005,0.0007
269.927,22.213,-393.464,-423.4637,-404.455809,0.091,0.0005,0.0007
269.937,22.402,-391.505,-421.5053,-402.497422,0.0903,0.0005,0.0007
269.946,22.593,-389.525,-419.5246,-400.516724,0.0896,0.0005,0.0007
269.956,22.786,-387.521,-417.5214,-398.51349,0.0889,0.0005,0.0007
269.965,22.98,-385.495,-415.4954,-396.48749,0.0882,0.0004,0.0007
269.975,23.176,-383.446,-413.4464,-394.438494,0.0875,0.0004,0.0007
269.984,23.374,-381.374,-411.3742,-392.366272,0.0868,0.0004,0.0007
269.994,23.574,-379.278,-409.2785,-390.270592,0.0861,0.0004,0.0007
270.004,23.776,-377.159,-407.1591,-388.151221,0.0854,0.0004,0.0007
270.014,23.98,-375.016,-405.0158,-386.007926,0.0847,0.0004,0.0007
270.025,24.185,-372.848,-402.8484,-383.840473,0.0841,0.0004,0.0007
270.035,24.393,-370.657,-400.6565,-381.648627,0.0834,0.0004,0.0007
270.045,24.603,-368.44,-398.4401,-379.432152,0.0827,0.0004,0.0006
270.056,24.815,-366.199,-396.1987,-377.190814,0.0821,0.0004,0.0006
270.067,25.029,-363.932,-393.9323,-374.924377,0.0814,0.0004,0.0006
270.077,25.245,-361.641,-391.6405,-372.632604,0.0808,0.0004,0.0006
270.088,25.464,-359.323,-389.3232,-370.315261,0.0801,0.0004,0.0006
270.099,25.684,-356.98,-386.98,-367.972111,0.0795,0.0004,0.0006
270.111,25.907,-354.611,-384.6108,-365.60292,0.0789,0.0004,0.0006
270.122,26.132,-352.215,-382.2154,-363.207454,0.0782,0.0004,0.0006
270.134,26.359,-349.793,-379.7934,-360.785479,0.0776,0.0004,0.0006
270.145,26.589,-347.345,-377.3447,-358.336762,0.077,0.0004,0.0006
270.157,26.821,-344.869,-374.869,-355.861072,0.0764,0.0003,0.0006
270.169,27.056,-342.366,-372.3661,-353.35818,0.0758,0.0003,0.0006
270.181,27.293,-339.836,-369.8358,-350.827856,0.0752,0.0003,0.0006
270.193,27.533,-337.278,-367.2778,-348.269876,0.0746,0.0003,0.0006
270.206,27.775,-334.692,-364.6919,-345.684014,0.074,0.0003,0.0006
270.218,28.02,-332.078,-362.078,-343.07005,0.0734,0.0003,0.0006
270.231,28.267,-329.436,-359.4357,-340.427764,0.0728,0.0003,0.0006
270.244,28.517,-326.765,-356.7648,-337.756941,0.0722,0.0003,0.0006
270.257,28.77,-324.065,-354.0653,-335.05737,0.0716,0.0003,0.0006
270.271,29.026,-321.337,-351.3367,-332.328841,0.0711,0.0003,0.0006
270.284,29.284,-318.579,-348.5791,-329.571151,0.0705,0.0003,0.0005
270.298,29.545,-315.792,-345.792,-326.7841,0.0699,0.0003,0.0005
270.312,29.809,-312.975,-342.9754,-323.967493,0.0694,0.0003,0.0005
270.326,30.076,-310.129,-340.129,-321.121142,0.0688,0.0003,0.0005
270.341,30.346,-307.253,-337.2528,-318.244863,0.0683,0.0003,0.0005
270.355,30.62,-304.346,-334.3464,-315.338479,0.0677,0.0003,0.0005
270.37,30.896,-301.41,-331.4097,-312.401821,0.0672,0.0003,0.0005
270.385,31.175,-298.443,-328.4426,-309.434725,0.0666,0.0003,0.0005
270.4,31.458,-295.445,-325.4449,-306.437037,0.0661,0.0003,0.0005
270.416,31.744,-292.417,-322.4165,-303.408611,0.0656,0.0003,0.0005
270.432,32.033,-289.357,-319.3572,-300.349309,0.065,0.0003,0.0005
270.448,32.325,-286.267,-316.2669,-297.259004,0.0645,0.0003,0.0005
270.464,32.621,-283.145,-313.1455,-294.137578,0.064,0.0003,0.0005
270.481,32.92,-279.993,-309.9928,-290.984928,0.0635,0.0003,0.0005
270.498,33.223,-276.809,-306.8089,-287.800957,0.063,0.0003,0.0005
270.515,33.53,-273.593,-303.5935,-284.585585,0.0625,0.0003,0.0005
270.533,33.84,-270.347,-300.3466,-281.338744,0.062,0.0003,0.0005
270.55,34.154,-267.068,-297.0683,-278.060379,0.0615,0.0003,0.0005
270.569,34.471,-263.758,-293.7584,-274.750453,0.061,0.0003,0.0005
270.587,34.793,-260.417,-290.4168,-271.408942,0.0605,0.0003,0.0005
270.606,35.118,-257.044,-287.0437,-268.035841,0.06,0.0003,0.0005
270.625,35.447,-253.639,-283.6391,-264.631162,0.0595,0.0003,0.0005
270.645,35.78,-250.203,-280.2028,-261.194936,0.059,0.0003,0.0005
270.665,36.117,-246.735,-276.7351,-257.727214,0.0586,0.0003,0.0005
270.685,36.459,-243.236,-273.236,-254.228068,0.0581,0.0003,0.0005
270.706,36.804,-239.705,-269.7055,-250.697594,0.0576,0.0003,0.0004
270.727,37.154,-236.144,-266.1438,-247.135908,0.0572,0.0003,0.0004
270.749,37.508,-232.551,-262.5511,-243.543153,0.0567,0.0003,0.0004
270.771,37.867,-228.927,-258.9274,-239.919499,0.0562,0.0003,0.0004
270.793,38.23,-225.273,-255.273,-236.265142,0.0558,0.0003,0.0004
270.816,38.598,-221.588,-251.5882,-232.580305,0.0553,0.0003,0.0004
270.84,38.97,-217.873,-247.8731,-228.865244,0.0549,0.0003,0.0004
270.864,39.347,-214.128,-244.1281,-225.120245,0.0545,0.0003,0.0004
270.888,39.728,-210.354,-240.3535,-221.345628,0.054,0.0003,0.0004
270.913,40.114,-206.55,-236.5496,-217.541747,0.0536,0.0003,0.0004
270.939,40.506,-202.717,-232.7169,-213.708992,0.0532,0.0003,0.0004
270.965,40.902,-198.856,-228.8557,-209.847792,0.0527,0.0003,0.0004
270.992,41.303,-194.967,-224.9665,-205.958615,0.0523,0.0003,0.0004
271.02,41.71,-191.05,-221.0499,-202.04197,0.0519,0.0002,0.0004
271.048,42.121,-187.106,-217.1063,-198.098409,0.0515,0.0002,0.0004
271.077,42.538,-183.136,-213.1364,-194.128531,0.0511,0.0002,0.0004
271.107,42.96,-179.141,-209.1409,-190.13298,0.0507,0.0002,0.0004
271.137,43.387,-175.12,-205.1203,-186.112448,0.0503,0.0002,0.0004
271.169,43.82,-171.076,-201.0756,-182.067679,0.0499,0.0002,0.0004
271.201,44.259,-167.007,-197.0074,-177.99947,0.0495,0.0002,0.0004
271.234,44.703,-162.917,-192.9166,-173.908672,0.0491,0.0002,0.0004
271.268,45.153,-158.804,-188.8041,-169.796192,0.0487,0.0002,0.0004
271.303,45.608,-154.671,-184.6709,-165.662996,0.0483,0.0002,0.0004
271.338,46.07,-150.518,-180.518,-161.51011,0.048,0.0002,0.0004
271.375,46.537,-146.347,-176.3465,-157.338625,0.0476,0.0002,0.0004
271.413,47.01,-142.158,-172.1576,-153.149693,0.0472,0.0002,0.0004
271.452,47.489,-137.952,-167.9524,-148.944536,0.0469,0.0002,0.0004
271.493,47.975,-133.732,-163.7323,-144.724442,0.0465,0.0002,0.0004
271.534,48.466,-129.499,-159.4987,-140.490772,0.0462,0.0002,0.0004
271.577,48.964,-125.253,-155.2529,-136.244958,0.0458,0.0002,0.0004
271.621,49.468,-120.996,-150.9964,-131.988505,0.0455,0.0002,0.0004
271.667,49.978,-116.731,-146.7309,-127.722998,0.0451,0.0002,0.0004
271.714,50.495,-112.458,-142.458,-123.450096,0.0448,0.0002,0.0003
271.763,51.018,-108.179,-138.1794,-119.171539,0.0444,0.0002,0.0003
271.814,51.548,-103.897,-133.8971,-114.889149,0.0441,0.0002,0.0003
271.866,52.084,-99.613,-129.6127,-110.60483,0.0438,0.0002,0.0003
271.92,52.627,-95.328,-125.3285,-106.320567,0.0435,0.0002,0.0003
271.977,53.177,-91.046,-121.0463,-102.038435,0.0432,0.0002,0.0003
272.035,53.733,-86.768,-116.7685,-97.760589,0.0429,0.0002,0.0003
272.096,54.297,-82.497,-112.4972,-93.489275,0.0426,0.0002,0.0003
272.159,54.866,-78.235,-108.2347,-89.226825,0.0423,0.0002,0.0003
272.224,55.443,-73.984,-103.9836,-84.975657,0.042,0.0002,0.0003
272.293,56.027,-69.746,-99.7462,-80.738277,0.0417,0.0002,0.0003
272.364,56.617,-65.525,-95.5252,-76.517279,0.0414,0.0002,0.0003
272.438,57.215,-61.323,-91.3232,-72.315345,0.0411,0.0002,0.0003
272.516,57.819,-57.143,-87.1431,-68.135241,0.0408,0.0002,0.0003
272.597,58.43,-52.988,-82.9877,-63.979818,0.0406,0.0002,0.0003
272.682,59.048,-48.86,-78.8599,-59.852013,0.0403,0.0002,0.0003
272.771,59.673,-44.763,-74.7627,-55.754841,0.04,0.0002,0.0003
272.864,60.305,-40.699,-70.6993,-51.691401,0.0398,0.0002,0.0003
272.962,60.943,-36.673,-66.6728,-47.664864,0.0395,0.0002,0.0003
273.065,61.589,-32.686,-62.6864,-43.678479,0.0393,0.0002,0.0003
273.174,62.241,-28.743,-58.7435,-39.735562,0.0391,0.0002,0.0003
273.288,62.9,-24.847,-54.8474,-35.839498,0.0388,0.0002,0.0003
273.409,63.566,-21.002,-51.0016,-31.993732,0.0386,0.0002,0.0003
273.537,64.238,-17.21,-47.2097,-28.201767,0.0384,0.0002,0.0003
273.673,64.917,-13.475,-43.4751,-24.467157,0.0382,0.0002,0.0003
273.817,65.603,-9.801,-39.8014,-20.793502,0.038,0.0002,0.0003
273.97,66.295,-6.192,-36.1923,-17.184441,0.0377,0.0002,0.0003
274.134,66.993,-2.652,-32.6515,-13.643646,0.0375,0.0002,0.0003
274.308,67.698,0.817,-29.1827,-10.174813,0.0374,0.0002,0.0003
274.495,68.408,4.21,-25.7896,-6.781655,0.0372,0.0002,0.0003
274.696,69.125,7.524,-22.4758,-3.467896,0.037,0.0002,0.0003
274.913,69.847,10.755,-19.2452,-0.237256,0.0368,0.0002,0.0003
275.146,70.575,13.899,-16.1014,2.906551,0.0367,0.0002,0.0003
275.399,71.308,16.952,-13.0481,5.95983,0.0365,0.0002,0.0003
275.674,72.047,19.911,-10.089,8.918916,0.0363,0.0002,0.0003
275.974,72.791,22.772,-7.2277,11.780184,0.0362,0.0002,0.0003
276.303,73.539,25.532,-4.4678,14.540056,0.036,0.0002,0.0003
276.664,74.293,28.187,-1.8129,17.195017,0.0359,0.0002,0.0003
277.063,75.05,30.734,0.7337,19.741621,0.0358,0.0002,0.0003
277.507,75.811,33.169,3.1686,22.176508,0.0357,0.0002,0.0003
278.003,76.577,35.489,5.4885,24.496408,0.0355,0.0002,0.0003
278.561,77.345,37.69,7.6903,26.698158,0.0354,0.0002,0.0003
279.193,78.116,39.771,9.7708,28.778712,0.0353,0.0002,0.0003
279.915,78.89,41.727,11.7272,30.735149,0.0352,0.0002,0.0003
280.747,79.665,43.557,13.5568,32.564686,0.0351,0.0002,0.0003
281.717,80.441,45.257,15.2568,34.26469,0.0351,0.0002,0.0003
282.862,81.217,46.825,16.8248,35.832684,0.035,0.0002,0.0003
284.231,81.992,48.258,18.2585,37.266361,0.0349,0.0002,0.0003
285.895,82.764,49.556,19.5557,38.563591,0.0348,0.0002,0.0003
287.96,83.531,50.715,20.7145,39.722428,0.0348,0.0002,0.0003
290.58,84.289,51.733,21.7332,40.741122,0.0347,0.0002,0.0003
293.999,85.033,52.61,22.6102,41.618122,0.0347,0.0002,0.0003
298.607,85.756,53.344,23.3442,42.352086,0.0347,0.0002,0.0003
305.049,86.441,53.934,23.934,42.941886,0.0346,0.0002,0.0003
314.382,87.061,54.379,24.3787,43.386609,0.0346,0.0002,0.0003
328.105,87.566,54.678,24.6777,43.685566,0.0346,0.0002,0.0003
347.212,87.869,54.83,24.8304,43.838293,0.0346,0.0002,0.0003
9.333,87.884,54.837,24.8367,43.844553,0.0346,0.0002,0.0003
28.887,87.603,54.696,24.6964,43.704336,0.0346,0.0002,0.0003
43.085,87.113,54.41,24.41,43.41786,0.0346,0.0002,0.0003
52.75,86.5,53.978,23.9777,42.985571,0.0346,0.0002,0.0003
59.405,85.82,53.4,23.4002,42.408139,0.0347,0.0002,0.0003
64.148,85.1,52.679,22.6786,41.686456,0.0347,0.0002,0.0003
67.655,84.357,51.814,21.8137,40.821635,0.0347,0.0002,0.0003
70.337,83.6,50.807,20.8071,39.815,0.0348,0.0002,0.0003
72.444,82.834,49.66,19.6602,38.668082,0.0348,0.0002,0.0003
74.141,82.062,48.375,18.3747,37.382618,0.0349,0.0002,0.0003
75.533,81.288,46.953,16.9526,35.960535,0.035,0.0002,0.0003
76.695,80.512,45.396,15.396,34.403949,0.035,0.0002,0.0003
77.68,79.736,43.707,13.7073,32.715153,0.0351,0.0002,0.0003
78.523,78.96,41.889,11.8887,30.896609,0.0352,0.0002,0.0003
79.255,78.187,39.943,9.943,28.950938,0.0353,0.0002,0.0003
79.894,77.415,37.873,7.873,26.88091,0.0354,0.0002,0.0003
80.458,76.647,35.682,5.6815,24.689435,0.0355,0.0002,0.0003
80.959,75.881,33.372,3.3716,22.37955,0.0356,0.0002,0.0003
81.407,75.119,30.947,0.9465,19.954407,0.0358,0.0002,0.0003
81.81,74.362,28.409,-1.5906,17.417268,0.0359,0.0002,0.0003
82.175,73.608,25.764,-4.2364,14.771486,0.036,0.0002,0.0003
82.506,72.859,23.013,-6.9874,12.0205,0.0362,0.0002,0.0003
82.809,72.115,20.16,-9.8401,9.167819,0.0363,0.0002,0.0003
83.086,71.376,17.209,-12.7909,6.217016,0.0365,0.0002,0.0003
83.341,70.642,14.164,-15.8362,3.171714,0.0366,0.0002,0.0003
83.576,69.914,11.028,-18.9723,0.035573,0.0368,0.0002,0.0003
83.794,69.191,7.804,-22.1956,-3.187712,0.037,0.0002,0.0003
83.996,68.474,4.498,-25.5023,-6.494432,0.0372,0.0002,0.0003
84.184,67.763,1.111,-28.8888,-9.880863,0.0373,0.0002,0.0003
84.36,67.058,-2.351,-32.3512,-13.343284,0.0375,0.0002,0.0003
84.524,66.359,-5.886,-35.8859,-16.87798,0.0377,0.0002,0.0003
84.679,65.667,-9.489,-39.4892,-20.481253,0.0379,0.0002,0.0003
84.824,64.98,-13.157,-43.1573,-24.149428,0.0381,0.0002,0.0003
84.96,64.301,-16.887,-46.8868,-27.878865,0.0384,0.0002,0.0003
85.089,63.628,-20.674,-50.6739,-31.66596,0.0386,0.0002,0.0003
85.21,62.962,-24.515,-54.5151,-35.507154,0.0388,0.0002,0.0003
85.325,62.302,-28.407,-58.4068,-39.39894,0.039,0.0002,0.0003
85.435,61.649,-32.346,-62.3458,-43.337868,0.0393,0.0002,0.0003
85.538,61.003,-36.328,-66.3285,-47.320549,0.0395,0.0002,0.0003
85.637,60.364,-40.352,-70.3516,-51.34366,0.0398,0.0002,0.0003
85.73,59.731,-44.412,-74.4118,-55.403946,0.04,0.0002,0.0003
85.82,59.106,-48.506,-78.5061,-59.49823,0.0403,0.0002,0.0003
85.905,58.487,-52.631,-82.6313,-63.623407,0.0405,0.0002,0.0003
85.986,57.876,-56.784,-86.7844,-67.776455,0.0408,0.0002,0.0003
86.064,57.271,-60.962,-90.9623,-71.95443,0.0411,0.0002,0.0003
86.139,56.673,-65.162,-95.1624,-76.154474,0.0414,0.0002,0.0003
86.21,56.082,-69.382,-99.3817,-80.373813,0.0416,0.0002,0.0003
86.279,55.498,-73.618,-103.6177,-84.60976,0.0419,0.0002,0.0003
86.345,54.92,-77.868,-107.8676,-88.859712,0.0422,0.0002,0.0003
86.408,54.35,-82.129,-112.1291,-93.121156,0.0425,0.0002,0.0003
86.469,53.786,-86.4,-116.3996,-97.391667,0.0428,0.0002,0.0003
86.527,53.229,-90.677,-120.6768,-101.668904,0.0431,0.0002,0.0003
86.584,52.679,-94.959,-124.9585,-105.950618,0.0435,0.0002,0.0003
86.638,52.136,-99.243,-129.2425,-110.234641,0.0438,0.0002,0.0003
86.691,51.599,-103.527,-133.5268,-114.518896,0.0441,0.0002,0.0003
86.741,51.068,-107.809,-137.8093,-118.801388,0.0444,0.0002,0.0003
