Azimuth (deg),Elevation (deg),EIRP (dBW),Xmtr Gain (dB),Xmtr EIRP Intensity (dBW/Sterad),Atmos Loss (dB),Rain Loss (dB),CloudsFog Loss (dB)
269.256,8.45,84.957,54.9569,73.964762,10.6985,19.6357,1.0753
269.261,8.542,84.957,54.9569,73.964762,10.5895,19.5211,1.0644
269.266,8.633,84.957,54.9569,73.964762,10.4821,19.4073,1.0537
269.27,8.725,84.957,54.9569,73.964762,10.3764,19.2943,1.0431
269.275,8.818,84.957,54.9569,73.964762,10.2723,19.182,1.0327
269.28,8.911,84.957,54.9569,73.964762,10.1697,19.0706,1.0225
269.284,9.004,84.957,54.9569,73.964762,10.0686,18.9599,1.0124
269.289,9.098,84.957,54.9569,73.964762,9.9691,18.8498,1.0024
269.294,9.192,84.957,54.9569,73.964762,9.8709,18.7404,0.9926
269.298,9.287,84.957,54.9569,73.964762,9.7743,18.6317,0.9829
269.303,9.382,84.957,54.9569,73.964762,9.679,18.5236,0.9734
269.308,9.478,84.957,54.9569,73.964762,9.585,18.416,0.964
269.313,9.574,84.957,54.9569,73.964762,9.4924,18.309,0.9548
269.318,9.671,84.957,54.9569,73.964762,9.4011,18.2026,0.9456
269.322,9.769,84.957,54.9569,73.964762,9.3111,18.0966,0.9366
269.327,9.866,84.957,54.9569,73.964762,9.2223,17.9911,0.9277
269.332,9.965,84.957,54.9569,73.964762,9.1347,17.8861,0.919
269.337,10.064,84.957,54.9569,73.964762,9.0484,17.7815,0.9103
269.342,10.163,84.957,54.9569,73.964762,8.9632,17.6774,0.9018
269.347,10.263,84.957,54.9569,73.964762,8.8791,17.5736,0.8934
269.352,10.364,84.957,54.9569,73.964762,8.7962,17.4702,0.885
269.357,10.465,84.957,54.9569,73.964762,8.7144,17.3671,0.8768
269.362,10.566,84.957,54.9569,73.964762,8.6337,17.2643,0.8688
269.367,10.668,84.957,54.9569,73.964762,8.554,17.1619,0.8608
269.372,10.771,84.957,54.9569,73.964762,8.4753,17.0597,0.8529
269.377,10.875,84.957,54.9569,73.964762,8.3977,16.9578,0.8451
269.382,10.978,84.957,54.9569,73.964762,8.321,16.8561,0.8374
269.388,11.083,84.957,54.9569,73.964762,8.2454,16.7547,0.8298
269.393,11.188,84.957,54.9569,73.964762,8.1706,16.6534,0.8223
269.398,11.294,84.957,54.9569,73.964762,8.0969,16.5524,0.8149
269.403,11.4,84.957,54.9569,73.964762,8.024,16.4515,0.8076
269.408,11.507,84.957,54.9569,73.964762,7.952,16.3507,0.8004
269.414,11.615,84.957,54.9569,73.964762,7.881,16.2501,0.7933
269.419,11.723,84.957,54.9569,73.964762,7.8108,16.1496,0.7862
269.424,11.832,84.957,54.9569,73.964762,7.7414,16.0492,0.7793
269.43,11.941,84.957,54.9569,73.964762,7.6729,15.9489,0.7724
269.435,12.051,84.957,54.9569,73.964762,7.6052,15.8486,0.7656
269.441,12.162,84.957,54.9569,73.964762,7.5383,15.7484,0.7589
269.446,12.273,84.957,54.9569,73.964762,7.4721,15.6482,0.7522
269.451,12.386,84.957,54.9569,73.964762,7.4068,15.5481,0.7457
269.457,12.498,84.957,54.9569,73.964762,7.3422,15.4479,0.7392
269.463,12.612,84.957,54.9569,73.964762,7.2784,15.3477,0.7328
269.468,12.726,84.957,54.9569,73.964762,7.2153,15.2475,0.7264
269.474,12.841,84.957,54.9569,73.964762,7.1529,15.1473,0.7202
269.479,12.957,84.957,54.9569,73.964762,7.0912,15.047,0.714
269.485,13.073,84.957,54.9569,73.964762,7.0302,14.9466,0.7079
269.491,13.19,84.957,54.9569,73.964762,6.9699,14.8462,0.7018
269.496,13.308,84.957,54.9569,73.964762,6.9103,14.7457,0.6958
269.502,13.427,84.957,54.9569,73.964762,6.8513,14.645,0.6899
269.508,13.546,84.957,54.9569,73.964762,6.793,14.5442,0.684
269.514,13.667,84.957,54.9569,73.964762,6.7353,14.4433,0.6782
269.52,13.788,84.957,54.9569,73.964762,6.6782,14.3423,0.6725
269.526,13.909,84.957,54.9569,73.964762,6.6218,14.2411,0.6668
269.532,14.032,84.957,54.9569,73.964762,6.5659,14.1397,0.6612
269.538,14.155,84.957,54.9569,73.964762,6.5107,14.0382,0.6556
269.544,14.28,84.957,54.9569,73.964762,6.456,13.9365,0.6502
269.55,14.405,84.957,54.9569,73.964762,6.4019,13.8345,0.6447
269.556,14.531,84.957,54.9569,73.964762,6.3483,13.7324,0.6393
269.562,14.657,84.957,54.9569,73.964762,6.2954,13.6301,0.634
269.568,14.785,84.957,54.9569,73.964762,6.2429,13.5275,0.6287
269.574,14.914,84.957,54.9569,73.964762,6.191,13.4247,0.6235
269.581,15.043,84.957,54.9569,73.964762,6.1397,13.3216,0.6184
269.587,15.174,84.957,54.9569,73.964762,6.0888,13.2183,0.6132
269.593,15.305,84.957,54.9569,73.964762,6.0385,13.1147,0.6082
269.6,15.437,84.957,54.9569,73.964762,5.9886,13.0108,0.6032
269.606,15.57,84.957,54.9569,73.964762,5.9393,12.9067,0.5982
269.612,15.704,84.957,54.9569,73.964762,5.8904,12.8023,0.5933
269.619,15.839,84.957,54.9569,73.964762,5.8421,12.6976,0.5884
269.626,15.975,84.957,54.9569,73.964762,5.7942,12.5926,0.5836
269.632,16.112,84.957,54.9569,73.964762,5.7467,12.4873,0.5788
269.639,16.251,84.957,54.9569,73.964762,5.6998,12.3817,0.5741
269.646,16.39,84.957,54.9569,73.964762,5.6532,12.2757,0.5694
269.652,16.53,84.957,54.9569,73.964762,5.6072,12.1695,0.5648
269.659,16.671,84.957,54.9569,73.964762,5.5615,12.0629,0.5602
269.666,16.813,84.957,54.9569,73.964762,5.5163,11.956,0.5557
269.673,16.956,84.957,54.9569,73.964762,5.4715,11.8292,0.5512
269.68,17.101,84.957,54.9569,73.964762,5.4271,11.6997,0.5467
269.687,17.246,84.957,54.9569,73.964762,5.3832,11.5704,0.5423
269.694,17.393,84.957,54.9569,73.964762,5.3396,11.4413,0.5379
269.701,17.541,84.957,54.9569,73.964762,5.2965,11.3123,0.5335
269.708,17.69,84.957,54.9569,73.964762,5.2537,11.1834,0.5292
269.715,17.84,84.957,54.9569,73.964762,5.2114,11.0547,0.525
269.723,17.991,84.957,54.9569,73.964762,5.1694,10.9262,0.5208
269.73,18.144,84.957,54.9569,73.964762,5.1278,10.7978,0.5166
269.738,18.297,84.957,54.9569,73.964762,5.0865,10.6695,0.5124
269.745,18.452,84.957,54.9569,73.964762,5.0456,10.5414,0.5083
269.753,18.608,84.957,54.9569,73.964762,5.0051,10.4134,0.5042
269.76,18.766,84.957,54.9569,73.964762,4.965,10.2856,0.5002
269.768,18.925,84.957,54.9569,73.964762,4.9252,10.1579,0.4962
269.776,19.085,84.957,54.9569,73.964762,4.8857,10.0303,0.4922
269.783,19.246,84.957,54.9569,73.964762,4.8466,9.9028,0.4883
269.791,19.409,84.957,54.9569,73.964762,4.8079,9.7756,0.4844
269.799,19.573,84.957,54.9569,73.964762,4.7694,9.6484,0.4805
269.807,19.739,84.957,54.9569,73.964762,4.7313,9.5214,0.4767
269.815,19.906,84.957,54.9569,73.964762,4.6935,9.3946,0.4729
269.823,20.074,84.957,54.9569,73.964762,4.6561,9.2679,0.4691
269.832,20.244,84.957,54.9569,73.964761,4.6189,9.1413,0.4653
269.84,20.415,84.957,54.9569,73.964761,4.5821,9.015,0.4616
269.848,20.588,84.957,54.9569,73.964761,4.5455,8.8888,0.458
269.857,20.762,84.957,54.9569,73.964761,4.5093,8.7627,0.4543
269.865,20.938,84.957,54.9569,73.964761,4.4734,8.6369,0.4507
269.874,21.115,84.957,54.9569,73.964761,4.4378,8.5113,0.4471
269.883,21.294,84.957,54.9569,73.964761,4.4024,8.3858,0.4436
269.891,21.475,84.957,54.9569,73.964761,4.3674,8.2606,0.44
269.9,21.657,84.957,54.9569,73.964761,4.3326,8.1356,0.4365
269.909,21.841,84.957,54.9569,73.964761,4.2981,8.0108,0.4331
269.918,22.026,84.957,54.9569,73.964761,4.264,7.8863,0.4296
269.927,22.213,84.957,54.9569,73.964761,4.23,7.762,0.4262
269.937,22.402,84.957,54.9569,73.964761,4.1964,7.638,0.4228
269.946,22.593,84.957,54.9569,73.964761,4.163,7.5143,0.4194
269.956,22.786,84.957,54.9569,73.964761,4.1299,7.3909,0.4161
269.965,22.98,84.957,54.9569,73.964761,4.097,7.2678,0.4128
269.975,23.176,84.957,54.9569,73.964761,4.0644,7.145,0.4095
269.984,23.374,84.957,54.9569,73.964761,4.0321,7.0226,0.4063
269.994,23.574,84.957,54.9569,73.964761,4,6.9005,0.403
270.004,23.776,84.957,54.9569,73.964761,3.9682,6.7788,0.3998
270.014,23.98,84.957,54.9569,73.964761,3.9366,6.6575,0.3967
270.025,24.185,84.957,54.9569,73.964761,3.9053,6.5367,0.3935
270.035,24.393,84.957,54.9569,73.964761,3.8742,6.4162,0.3904
270.045,24.603,84.957,54.9569,73.964761,3.8434,6.2962,0.3873
270.056,24.815,84.957,54.9569,73.964761,3.8127,6.1767,0.3842
270.067,25.029,84.957,54.9569,73.964761,3.7824,6.0475,0.3811
270.077,25.245,84.957,54.9569,73.964761,3.7522,6.0058,0.3781
270.088,25.464,84.957,54.9569,73.964761,3.7223,5.9643,0.3751
270.099,25.684,84.957,54.9569,73.964761,3.6927,5.9232,0.3721
270.111,25.907,84.957,54.9569,73.964761,3.6632,5.8825,0.3691
270.122,26.132,84.957,54.9569,73.964761,3.634,5.8421,0.3662
270.134,26.359,84.957,54.9569,73.964761,3.605,5.802,0.3633
270.145,26.589,84.957,54.9569,73.964761,3.5762,5.7622,0.3604
270.157,26.821,84.957,54.9569,73.964761,3.5476,5.7228,0.3575
270.169,27.056,84.957,54.9569,73.964761,3.5193,5.6837,0.3546
270.181,27.293,84.957,54.9569,73.964761,3.4912,5.645,0.3518
270.193,27.533,84.957,54.9569,73.964761,3.4632,5.6065,0.349
270.206,27.775,84.957,54.9569,73.964761,3.4355,5.5684,0.3462
270.218,28.02,84.957,54.9569,73.964761,3.4081,5.5306,0.3434
270.231,28.267,84.957,54.9569,73.964761,3.3808,5.4931,0.3407
270.244,28.517,84.957,54.9569,73.964761,3.3537,5.4559,0.3379
270.257,28.77,84.957,54.9569,73.964761,3.3268,5.419,0.3352
270.271,29.026,84.957,54.9569,73.964761,3.3001,5.3825,0.3325
270.284,29.284,84.957,54.9569,73.964761,3.2737,5.3462,0.3299
270.298,29.545,84.957,54.9569,73.964761,3.2474,5.3102,0.3272
270.312,29.809,84.957,54.9569,73.964761,3.2214,5.2746,0.3246
270.326,30.076,84.957,54.9569,73.964761,3.1955,5.2392,0.322
270.341,30.346,84.957,54.9569,73.964761,3.1698,5.2041,0.3194
270.355,30.62,84.957,54.9569,73.964761,3.1443,5.1693,0.3169
270.37,30.896,84.957,54.9569,73.964761,3.1191,5.1348,0.3143
270.385,31.175,84.957,54.9569,73.964761,3.094,5.1006,0.3118
270.4,31.458,84.957,54.9569,73.964761,3.0691,5.0667,0.3093
270.416,31.744,84.957,54.9569,73.964761,3.0444,5.0331,0.3068
270.432,32.033,84.957,54.9569,73.964761,3.0199,4.9998,0.3043
270.448,32.325,84.957,54.9569,73.964761,2.9956,4.9667,0.3019
270.464,32.621,84.957,54.9569,73.964761,2.9714,4.9339,0.2994
270.481,32.92,84.957,54.9569,73.964761,2.9475,4.9014,0.297
270.498,33.223,84.957,54.9569,73.964761,2.9237,4.8692,0.2946
270.515,33.53,84.957,54.9569,73.964761,2.9002,4.8373,0.2923
270.533,33.84,84.957,54.9569,73.964761,2.8768,4.8056,0.2899
270.55,34.154,84.957,54.9569,73.964761,2.8536,4.7742,0.2876
270.569,34.471,84.957,54.9569,73.964761,2.8306,4.7431,0.2852
270.587,34.793,84.957,54.9569,73.964761,2.8077,4.7123,0.2829
270.606,35.118,84.957,54.9569,73.964761,2.7851,4.6817,0.2807
270.625,35.447,84.957,54.9569,73.964761,2.7626,4.6515,0.2784
270.645,35.78,84.957,54.9569,73.964761,2.7404,4.6214,0.2762
270.665,36.117,84.957,54.9569,73.964761,2.7183,4.5917,0.2739
270.685,36.459,84.957,54.9569,73.964761,2.6963,4.5622,0.2717
270.706,36.804,84.957,54.9569,73.964761,2.6746,4.533,0.2695
270.727,37.154,84.957,54.9569,73.964761,2.6531,4.5041,0.2674
270.749,37.508,84.957,54.9569,73.964761,2.6317,4.4755,0.2652
270.771,37.867,84.957,54.9569,73.964761,2.6105,4.4471,0.2631
270.793,38.23,84.957,54.9569,73.964761,2.5895,4.419,0.261
270.816,38.598,84.957,54.9569,73.964761,2.5687,4.3911,0.2589
270.84,38.97,84.957,54.9569,73.964761,2.5481,4.3635,0.2568
270.864,39.347,84.957,54.9569,73.964761,2.5276,4.3362,0.2547
270.888,39.728,84.957,54.9569,73.964761,2.5074,4.3092,0.2527
270.913,40.114,84.957,54.9569,73.964761,2.4873,4.2824,0.2507
270.939,40.506,84.957,54.9569,73.964761,2.4674,4.2559,0.2487
270.965,40.902,84.957,54.9569,73.964761,2.4477,4.2297,0.2467
270.992,41.303,84.957,54.9569,73.964761,2.4282,4.2038,0.2447
271.02,41.71,84.957,54.9569,73.964761,2.4088,4.1781,0.2427
271.048,42.121,84.957,54.9569,73.964761,2.3897,4.1527,0.2408
271.077,42.538,84.957,54.9569,73.964761,2.3707,4.1276,0.2389
271.107,42.96,84.957,54.9569,73.964761,2.3519,4.1027,0.237
271.137,43.387,84.957,54.9569,73.964761,2.3333,4.0781,0.2351
271.169,43.82,84.957,54.9569,73.964761,2.3149,4.0538,0.2333
271.201,44.259,84.957,54.9569,73.964761,2.2967,4.0298,0.2315
271.234,44.703,84.957,54.9569,73.964761,2.2787,4.0061,0.2296
271.268,45.153,84.957,54.9569,73.964761,2.2609,3.9826,0.2278
271.303,45.608,84.957,54.9569,73.964761,2.2432,3.9594,0.2261
271.338,46.07,84.957,54.9569,73.964761,2.2258,3.9365,0.2243
271.375,46.537,84.957,54.9569,73.964761,2.2085,3.9139,0.2226
271.413,47.01,84.957,54.9569,73.964761,2.1915,3.8916,0.2209
271.452,47.489,84.957,54.9569,73.964761,2.1747,3.8695,0.2192
271.493,47.975,84.957,54.9569,73.964761,2.158,3.8477,0.2175
271.534,48.466,84.957,54.9569,73.964761,2.1416,3.8263,0.2158
271.577,48.964,84.957,54.9569,73.964761,2.1253,3.8051,0.2142
271.621,49.468,84.957,54.9569,73.964761,2.1093,3.7842,0.2126
271.667,49.978,84.957,54.9569,73.964761,2.0934,3.7636,0.211
271.714,50.495,84.957,54.9569,73.964761,2.0778,3.7433,0.2094
271.763,51.018,84.957,54.9569,73.964761,2.0624,3.7233,0.2078
271.814,51.548,84.957,54.9569,73.964761,2.0472,3.7036,0.2063
271.866,52.084,84.957,54.9569,73.964761,2.0322,3.6842,0.2048
271.92,52.627,84.957,54.9569,73.964761,2.0174,3.6651,0.2033
271.977,53.177,84.957,54.9569,73.964761,2.0028,3.6463,0.2018
272.035,53.733,84.957,54.9569,73.964761,1.9885,3.6278,0.2004
272.096,54.297,84.957,54.9569,73.964761,1.9744,3.6096,0.199
272.159,54.866,84.957,54.9569,73.964761,1.9605,3.5918,0.1976
272.224,55.443,84.957,54.9569,73.964761,1.9468,3.5742,0.1962
272.293,56.027,84.957,54.9569,73.964761,1.9334,3.557,0.1948
272.364,56.617,84.957,54.9569,73.964761,1.9202,3.5401,0.1935
272.438,57.215,84.957,54.9569,73.964761,1.9072,3.5235,0.1922
272.516,57.819,84.957,54.9569,73.964761,1.8944,3.5072,0.1909
272.597,58.43,84.957,54.9569,73.964761,1.8819,3.4913,0.1897
272.682,59.048,84.957,54.9569,73.964761,1.8697,3.4756,0.1884
272.771,59.673,84.957,54.9569,73.964761,1.8576,3.4604,0.1872
272.864,60.305,84.957,54.9569,73.964761,1.8459,3.4454,0.186
272.962,60.943,84.957,54.9569,73.964761,1.8343,3.4308,0.1849
273.065,61.589,84.957,54.9569,73.964761,1.823,3.4165,0.1837
273.174,62.241,84.957,54.9569,73.964761,1.812,3.4026,0.1826
273.288,62.9,84.957,54.9569,73.964761,1.8012,3.389,0.1815
273.409,63.566,84.957,54.9569,73.964761,1.7907,3.3757,0.1805
273.537,64.238,84.957,54.9569,73.964761,1.7805,3.3628,0.1794
273.673,64.917,84.957,54.9569,73.964761,1.7705,3.3502,0.1784
273.817,65.603,84.957,54.9569,73.964761,1.7608,3.338,0.1774
273.97,66.295,84.957,54.9569,73.964761,1.7513,3.3262,0.1765
274.134,66.993,84.957,54.9569,73.964761,1.7421,3.3147,0.1756
274.308,67.698,84.957,54.9569,73.964761,1.7332,3.3036,0.1747
274.495,68.408,84.957,54.9569,73.964761,1.7246,3.2928,0.1738
274.696,69.125,84.957,54.9569,73.964761,1.7162,3.2824,0.173
274.913,69.847,84.957,54.9569,73.964761,1.7082,3.2723,0.1721
275.146,70.575,84.957,54.9569,73.964761,1.7004,3.2626,0.1714
275.399,71.308,84.957,54.9569,73.964761,1.6929,3.2533,0.1706
275.674,72.047,84.957,54.9569,73.964761,1.6857,3.2444,0.1699
275.974,72.791,84.957,54.9569,73.964761,1.6788,3.2358,0.1692
276.303,73.539,84.957,54.9569,73.964761,1.6722,3.2276,0.1685
276.664,74.293,84.957,54.9569,73.964761,1.6659,3.2198,0.1679
277.063,75.05,84.957,54.9569,73.964761,1.6598,3.2124,0.1673
277.507,75.811,84.957,54.9569,73.964761,1.6541,3.2053,0.1667
278.003,76.577,84.957,54.9569,73.964761,1.6487,3.1987,0.1662
278.561,77.345,84.957,54.9569,73.964761,1.6436,3.1924,0.1656
279.193,78.116,84.957,54.9569,73.964761,1.6388,3.1865,0.1652
279.915,78.89,84.957,54.9569,73.964761,1.6343,3.181,0.1647
280.747,79.665,84.957,54.9569,73.964761,1.6301,3.1758,0.1643
281.717,80.441,84.957,54.9569,73.964761,1.6263,3.1711,0.1639
282.862,81.217,84.957,54.9569,73.964761,1.6227,3.1667,0.1635
284.231,81.992,84.957,54.9569,73.964761,1.6195,3.1628,0.1632
285.895,82.764,84.957,54.9569,73.964761,1.6166,3.1592,0.1629
287.96,83.531,84.957,54.9569,73.964761,1.614,3.156,0.1627
290.58,84.289,84.957,54.9569,73.964761,1.6117,3.1533,0.1624
293.999,85.033,84.957,54.9569,73.964761,1.6098,3.1509,0.1622
298.607,85.756,84.957,54.9569,73.964761,1.6081,3.1489,0.1621
305.049,86.441,84.957,54.9569,73.964761,1.6068,3.1473,0.1619
314.382,87.061,84.957,54.9569,73.964761,1.6058,3.1461,0.1618
328.105,87.566,84.957,54.9569,73.964761,1.6052,3.1453,0.1618
347.212,87.869,84.957,54.9569,73.964761,1.6048,3.1448,0.1617
9.333,87.884,84.957,54.9569,73.964761,1.6048,3.1448,0.1617
28.887,87.603,84.957,54.9569,73.964761,1.6051,3.1452,0.1618
43.085,87.113,84.957,54.9569,73.964761,1.6058,3.146,0.1618
52.75,86.5,84.957,54.9569,73.964761,1.6067,3.1471,0.1619
59.405,85.82,84.957,54.9569,73.964761,1.608,3.1487,0.162
64.148,85.1,84.957,54.9569,73.964761,1.6096,3.1507,0.1622
67.655,84.357,84.957,54.9569,73.964761,1.6115,3.153,0.1624
70.337,83.6,84.957,54.9569,73.964761,1.6138,3.1558,0.1626
72.444,82.834,84.957,54.9569,73.964761,1.6163,3.1589,0.1629
74.141,82.062,84.957,54.9569,73.964761,1.6192,3.1624,0.1632
75.533,81.288,84.957,54.9569,73.964761,1.6224,3.1664,0.1635
76.695,80.512,84.957,54.9569,73.964761,1.626,3.1707,0.1639
77.68,79.736,84.957,54.9569,73.964761,1.6298,3.1754,0.1642
78.523,78.96,84.957,54.9569,73.964761,1.6339,3.1805,0.1647
79.255,78.187,84.957,54.9569,73.964761,1.6384,3.186,0.1651
79.894,77.415,84.957,54.9569,73.964761,1.6432,3.1918,0.1656
80.458,76.647,84.957,54.9569,73.964761,1.6483,3.1981,0.1661
80.959,75.881,84.957,54.9569,73.964761,1.6536,3.2047,0.1666
81.407,75.119,84.957,54.9569,73.964761,1.6593,3.2117,0.1672
81.81,74.362,84.957,54.9569,73.964761,1.6653,3.2191,0.1678
82.175,73.608,84.957,54.9569,73.964761,1.6716,3.2269,0.1685
82.506,72.859,84.957,54.9569,73.964761,1.6782,3.2351,0.1691
82.809,72.115,84.957,54.9569,73.964761,1.6851,3.2436,0.1698
83.086,71.376,84.957,54.9569,73.964761,1.6923,3.2525,0.1705
83.341,70.642,84.957,54.9569,73.964761,1.6997,3.2618,0.1713
83.576,69.914,84.957,54.9569,73.964761,1.7075,3.2714,0.1721
83.794,69.191,84.957,54.9569,73.964761,1.7155,3.2814,0.1729
83.996,68.474,84.957,54.9569,73.964761,1.7239,3.2918,0.1737
84.184,67.763,84.957,54.9569,73.964761,1.7325,3.3026,0.1746
84.36,67.058,84.957,54.9569,73.964761,1.7414,3.3137,0.1755
84.524,66.359,84.957,54.9569,73.964761,1.7505,3.3251,0.1764
84.679,65.667,84.957,54.9569,73.964761,1.7599,3.3369,0.1774
84.824,64.98,84.957,54.9569,73.964761,1.7696,3.3491,0.1783
84.96,64.301,84.957,54.9569,73.964761,1.7796,3.3616,0.1793
85.089,63.628,84.957,54.9569,73.964761,1.7898,3.3745,0.1804
85.21,62.962,84.957,54.9569,73.964761,1.8003,3.3877,0.1814
85.325,62.302,84.957,54.9569,73.964761,1.8111,3.4013,0.1825
85.435,61.649,84.957,54.9569,73.964761,1.8221,3.4152,0.1836
85.538,61.003,84.957,54.9569,73.964761,1.8333,3.4294,0.1848
85.637,60.364,84.957,54.9569,73.964761,1.8449,3.444,0.1859
85.73,59.731,84.957,54.9569,73.964761,1.8566,3.4589,0.1871
85.82,59.106,84.957,54.9569,73.964761,1.8686,3.4742,0.1883
85.905,58.487,84.957,54.9569,73.964761,1.8809,3.4898,0.1895
85.986,57.876,84.957,54.9569,73.964761,1.8934,3.5057,0.1908
86.064,57.271,84.957,54.9569,73.964761,1.9061,3.5219,0.1921
86.139,56.673,84.957,54.9569,73.964761,1.919,3.5385,0.1934
86.21,56.082,84.957,54.9569,73.964761,1.9322,3.5554,0.1947
86.279,55.498,84.957,54.9569,73.964761,1.9456,3.5726,0.1961
86.345,54.92,84.957,54.9569,73.964761,1.9593,3.5901,0.1974
86.408,54.35,84.957,54.9569,73.964761,1.9732,3.6079,0.1988
86.469,53.786,84.957,54.9569,73.964761,1.9873,3.6261,0.2003
86.527,53.229,84.957,54.9569,73.964761,2.0016,3.6445,0.2017
86.584,52.679,84.957,54.9569,73.964761,2.0161,3.6633,0.2032
86.638,52.136,84.957,54.9569,73.964761,2.0309,3.6824,0.2047
86.691,51.599,84.957,54.9569,73.964761,2.0459,3.7017,0.2062
86.741,51.068,84.957,54.9569,73.964761,2.0611,3.7214,0.2077
86.791,50.545,84.957,54.9569,73.964761,2.0765,3.7414,0.2092
86.838,50.027,84.957,54.9569,73.964761,2.0921,3.7617,0.2108
86.884,49.516,84.957,54.9569,73.964761,2.1079,3.7822,0.2124
86.928,49.012,84.957,54.9569,73.964761,2.1239,3.8031,0.214
86.971,48.513,84.957,54.9569,73.964761,2.1401,3.8242,0.2157
87.013,48.021,84.957,54.9569,73.964761,2.1566,3.8457,0.2173
87.053,47.536,84.957,54.9569,73.964761,2.1732,3.8674,0.219
87.092,47.056,84.957,54.9569,73.964761,2.19,3.8894,0.2207
87.13,46.582,84.957,54.9569,73.964761,2.2071,3.9117,0.2224
87.167,46.114,84.957,54.9569,73.964761,2.2243,3.9343,0.2241
87.203,45.653,84.957,54.9569,73.964761,2.2417,3.9572,0.2259
87.238,45.197,84.957,54.9569,73.964761,2.2593,3.9804,0.2277
87.272,44.746,84.957,54.9569,73.964761,2.2771,4.0038,0.2295
87.305,44.302,84.957,54.9569,73.964761,2.2951,4.0275,0.2313
87.338,43.863,84.957,54.9569,73.964761,2.3133,4.0515,0.2331
87.369,43.429,84.957,54.9569,73.964761,2.3317,4.0758,0.235
87.399,43.001,84.957,54.9569,73.964761,2.3503,4.1003,0.2368
87.429,42.579,84.957,54.9569,73.964761,2.3691,4.1251,0.2387
87.458,42.162,84.957,54.9569,73.964761,2.388,4.1502,0.2406
87.487,41.75,84.957,54.9569,73.964761,2.4071,4.1756,0.2426
87.514,41.343,84.957,54.9569,73.964761,2.4265,4.2012,0.2445
87.541,40.941,84.957,54.9569,73.964761,2.446,4.2272,0.2465
87.568,40.545,84.957,54.9569,73.964761,2.4657,4.2533,0.2485
87.594,40.153,84.957,54.9569,73.964761,2.4856,4.2798,0.2505
