Azimuth (deg),Elevation (deg),EIRP (dBW),Xmtr Gain (dB),Xmtr EIRP Intensity (dBW/Sterad),Atmos Loss (dB),Rain Loss (dB),CloudsFog Loss (dB)
269.181,6.965,75.045,45.0448,64.052668,7.1614,3.4364,0.1873
269.185,7.05,75.045,45.0448,64.052668,7.08,3.4123,0.1852
269.19,7.134,75.045,45.0448,64.052668,7.0001,3.3885,0.1832
269.194,7.219,75.045,45.0448,64.052668,6.9215,3.365,0.1812
269.198,7.305,75.045,45.0448,64.052668,6.8444,3.3418,0.1792
269.203,7.39,75.045,45.0448,64.052668,6.7686,3.3188,0.1772
269.207,7.476,75.045,45.0448,64.052668,6.6941,3.2961,0.1753
269.212,7.563,75.045,45.0448,64.052668,6.6209,3.2737,0.1734
269.216,7.65,75.045,45.0448,64.052668,6.5489,3.2515,0.1716
269.22,7.737,75.045,45.0448,64.052668,6.4782,3.2296,0.1698
269.225,7.825,75.045,45.0448,64.052668,6.4086,3.2079,0.168
269.229,7.913,75.045,45.0448,64.052668,6.3402,3.1864,0.1662
269.234,8.001,75.045,45.0448,64.052668,6.2729,3.1652,0.1645
269.238,8.09,75.045,45.0448,64.052668,6.2067,3.1441,0.1628
269.243,8.18,75.045,45.0448,64.052668,6.1416,3.1233,0.1611
269.247,8.27,75.045,45.0448,64.052668,6.0775,3.1026,0.1594
269.252,8.36,75.045,45.0448,64.052668,6.0144,3.0822,0.1578
269.256,8.45,75.045,45.0448,64.052668,5.9524,3.0619,0.1562
269.261,8.542,75.045,45.0448,64.052668,5.8913,3.0418,0.1546
269.266,8.633,75.045,45.0448,64.052668,5.8311,3.0219,0.1531
269.27,8.725,75.045,45.0448,64.052668,5.7719,3.0022,0.1515
269.275,8.818,75.045,45.0448,64.052668,5.7136,2.9826,0.15
269.28,8.911,75.045,45.0448,64.052668,5.6561,2.9632,0.1485
269.284,9.004,75.045,45.0448,64.052668,5.5995,2.9439,0.1471
269.289,9.098,75.045,45.0448,64.052668,5.5438,2.9248,0.1456
269.294,9.192,75.045,45.0448,64.052668,5.4889,2.9058,0.1442
269.298,9.287,75.045,45.0448,64.052668,5.4348,2.8835,0.1428
269.303,9.382,75.045,45.0448,64.052668,5.3815,2.8585,0.1414
269.308,9.478,75.045,45.0448,64.052668,5.3289,2.8338,0.14
269.313,9.574,75.045,45.0448,64.052668,5.2771,2.8093,0.1387
269.318,9.671,75.045,45.0448,64.052668,5.2261,2.7851,0.1374
269.322,9.769,75.045,45.0448,64.052668,5.1758,2.7612,0.136
269.327,9.866,75.045,45.0448,64.052668,5.1261,2.7375,0.1348
269.332,9.965,75.045,45.0448,64.052668,5.0772,2.7141,0.1335
269.337,10.064,75.045,45.0448,64.052668,5.0289,2.6909,0.1322
269.342,10.163,75.045,45.0448,64.052668,4.9813,2.6679,0.131
269.347,10.263,75.045,45.0448,64.052668,4.9344,2.6451,0.1298
269.352,10.364,75.045,45.0448,64.052668,4.888,2.6225,0.1286
269.357,10.465,75.045,45.0448,64.052668,4.8423,2.6002,0.1274
269.362,10.566,75.045,45.0448,64.052668,4.7972,2.578,0.1262
269.367,10.668,75.045,45.0448,64.052668,4.7527,2.556,0.125
269.372,10.771,75.045,45.0448,64.052668,4.7088,2.5342,0.1239
269.377,10.875,75.045,45.0448,64.052668,4.6655,2.5126,0.1228
269.382,10.978,75.045,45.0448,64.052668,4.6227,2.4912,0.1216
269.388,11.083,75.045,45.0448,64.052668,4.5805,2.4699,0.1205
269.393,11.188,75.045,45.0448,64.052668,4.5388,2.4488,0.1194
269.398,11.294,75.045,45.0448,64.052668,4.4976,2.4279,0.1184
269.403,11.4,75.045,45.0448,64.052668,4.4569,2.4071,0.1173
269.408,11.507,75.045,45.0448,64.052668,4.4168,2.3864,0.1163
269.414,11.615,75.045,45.0448,64.052668,4.3772,2.3659,0.1152
269.419,11.723,75.045,45.0448,64.052668,4.338,2.3455,0.1142
269.424,11.832,75.045,45.0448,64.052668,4.2993,2.3253,0.1132
269.43,11.941,75.045,45.0448,64.052668,4.2611,2.3052,0.1122
269.435,12.051,75.045,45.0448,64.052668,4.2233,2.2852,0.1112
269.441,12.162,75.045,45.0448,64.052668,4.186,2.2654,0.1102
269.446,12.273,75.045,45.0448,64.052668,4.1492,2.2456,0.1093
269.451,12.386,75.045,45.0448,64.052668,4.1128,2.226,0.1083
269.457,12.498,75.045,45.0448,64.052668,4.0768,2.2065,0.1074
269.463,12.612,75.045,45.0448,64.052668,4.0412,2.1871,0.1064
269.468,12.726,75.045,45.0448,64.052668,4.006,2.1678,0.1055
269.474,12.841,75.045,45.0448,64.052668,3.9713,2.1486,0.1046
269.479,12.957,75.045,45.0448,64.052668,3.9369,2.1294,0.1037
269.485,13.073,75.045,45.0448,64.052668,3.9029,2.1104,0.1028
269.491,13.19,75.045,45.0448,64.052668,3.8693,2.0915,0.1019
269.496,13.308,75.045,45.0448,64.052668,3.8361,2.0726,0.1011
269.502,13.427,75.045,45.0448,64.052668,3.8033,2.0539,0.1002
269.508,13.546,75.045,45.0448,64.052668,3.7708,2.0352,0.0994
269.514,13.667,75.045,45.0448,64.052668,3.7386,2.0166,0.0985
269.52,13.788,75.045,45.0448,64.052668,3.7069,1.9981,0.0977
269.526,13.909,75.045,45.0448,64.052668,3.6754,1.9796,0.0969
269.532,14.032,75.045,45.0448,64.052668,3.6443,1.9612,0.096
269.538,14.155,75.045,45.0448,64.052668,3.6136,1.9429,0.0952
269.544,14.28,75.045,45.0448,64.052668,3.5831,1.9246,0.0944
269.55,14.405,75.045,45.0448,64.052668,3.553,1.9064,0.0936
269.556,14.531,75.045,45.0448,64.052668,3.5232,1.8883,0.0929
269.562,14.657,75.045,45.0448,64.052668,3.4937,1.8702,0.0921
269.568,14.785,75.045,45.0448,64.052668,3.4646,1.8522,0.0913
269.574,14.914,75.045,45.0448,64.052668,3.4357,1.8342,0.0906
269.581,15.043,75.045,45.0448,64.052668,3.4071,1.8162,0.0898
269.587,15.174,75.045,45.0448,64.052668,3.3788,1.7984,0.0891
269.593,15.305,75.045,45.0448,64.052668,3.3508,1.7805,0.0883
269.6,15.437,75.045,45.0448,64.052668,3.3231,1.7627,0.0876
269.606,15.57,75.045,45.0448,64.052668,3.2956,1.745,0.0869
269.612,15.704,75.045,45.0448,64.052668,3.2684,1.7273,0.0862
269.619,15.839,75.045,45.0448,64.052668,3.2415,1.7096,0.0855
269.626,15.975,75.045,45.0448,64.052668,3.2149,1.692,0.0848
269.632,16.112,75.045,45.0448,64.052668,3.1885,1.6744,0.0841
269.639,16.251,75.045,45.0448,64.052668,3.1624,1.6569,0.0834
269.646,16.39,75.045,45.0448,64.052668,3.1365,1.6393,0.0827
269.652,16.53,75.045,45.0448,64.052668,3.1109,1.6218,0.082
269.659,16.671,75.045,45.0448,64.052668,3.0855,1.6044,0.0814
269.666,16.813,75.045,45.0448,64.052668,3.0604,1.587,0.0807
269.673,16.956,75.045,45.0448,64.052668,3.0355,1.5696,0.0801
269.68,17.101,75.045,45.0448,64.052668,3.0108,1.5522,0.0794
269.687,17.246,75.045,45.0448,64.052668,2.9864,1.5349,0.0788
269.694,17.393,75.045,45.0448,64.052668,2.9621,1.5175,0.0781
269.701,17.541,75.045,45.0448,64.052668,2.9382,1.5002,0.0775
269.708,17.69,75.045,45.0448,64.052668,2.9144,1.483,0.0769
269.715,17.84,75.045,45.0448,64.052668,2.8908,1.4657,0.0763
269.723,17.991,75.045,45.0448,64.052668,2.8675,1.4485,0.0756
269.73,18.144,75.045,45.0448,64.052668,2.8444,1.4313,0.075
269.738,18.297,75.045,45.0448,64.052668,2.8215,1.4142,0.0744
269.745,18.452,75.045,45.0448,64.052668,2.7987,1.397,0.0738
269.753,18.608,75.045,45.0448,64.052668,2.7762,1.3799,0.0732
269.76,18.766,75.045,45.0448,64.052668,2.7539,1.3628,0.0727
269.768,18.925,75.045,45.0448,64.052668,2.7318,1.3457,0.0721
269.776,19.085,75.045,45.0448,64.052668,2.7099,1.3287,0.0715
269.783,19.246,75.045,45.0448,64.052668,2.6882,1.3116,0.0709
269.791,19.409,75.045,45.0448,64.052668,2.6666,1.2946,0.0704
269.799,19.573,75.045,45.0448,64.052668,2.6453,1.2777,0.0698
269.807,19.739,75.045,45.0448,64.052668,2.6241,1.2607,0.0692
269.815,19.906,75.045,45.0448,64.052668,2.6031,1.2438,0.0687
269.823,20.074,75.045,45.0448,64.052668,2.5823,1.2268,0.0681
269.832,20.244,75.045,45.0448,64.052668,2.5616,1.21,0.0676
269.84,20.415,75.045,45.0448,64.052668,2.5412,1.1931,0.0671
269.848,20.588,75.045,45.0448,64.052668,2.5209,1.1763,0.0665
269.857,20.762,75.045,45.0448,64.052668,2.5008,1.1595,0.066
269.865,20.938,75.045,45.0448,64.052668,2.4808,1.1427,0.0655
269.874,21.115,75.045,45.0448,64.052668,2.461,1.1259,0.0649
269.883,21.294,75.045,45.0448,64.052668,2.4414,1.1092,0.0644
269.891,21.475,75.045,45.0448,64.052668,2.422,1.0925,0.0639
269.9,21.657,75.045,45.0448,64.052668,2.4026,1.0759,0.0634
269.909,21.841,75.045,45.0448,64.052668,2.3835,1.0593,0.0629
269.918,22.026,75.045,45.0448,64.052668,2.3645,1.0427,0.0624
269.927,22.213,75.045,45.0448,64.052668,2.3457,1.0261,0.0619
269.937,22.402,75.045,45.0448,64.052668,2.327,1.0096,0.0614
269.946,22.593,75.045,45.0448,64.052668,2.3085,0.9932,0.0609
269.956,22.786,75.045,45.0448,64.052668,2.2901,0.9767,0.0604
269.965,22.98,75.045,45.0448,64.052668,2.2718,0.9604,0.06
269.975,23.176,75.045,45.0448,64.052668,2.2537,0.944,0.0595
269.984,23.374,75.045,45.0448,64.052668,2.2358,0.9278,0.059
269.994,23.574,75.045,45.0448,64.052668,2.218,0.9115,0.0585
270.004,23.776,75.045,45.0448,64.052668,2.2003,0.8954,0.0581
270.014,23.98,75.045,45.0448,64.052668,2.1828,0.8792,0.0576
270.025,24.185,75.045,45.0448,64.052668,2.1654,0.8632,0.0572
270.035,24.393,75.045,45.0448,64.052668,2.1481,0.8472,0.0567
270.045,24.603,75.045,45.0448,64.052668,2.131,0.8313,0.0563
270.056,24.815,75.045,45.0448,64.052668,2.114,0.8154,0.0558
270.067,25.029,75.045,45.0448,64.052668,2.0972,0.7982,0.0554
270.077,25.245,75.045,45.0448,64.052668,2.0804,0.7926,0.0549
270.088,25.464,75.045,45.0448,64.052668,2.0638,0.7871,0.0545
270.099,25.684,75.045,45.0448,64.052668,2.0474,0.7816,0.054
270.111,25.907,75.045,45.0448,64.052668,2.031,0.7761,0.0536
270.122,26.132,75.045,45.0448,64.052668,2.0148,0.7707,0.0532
270.134,26.359,75.045,45.0448,64.052668,1.9987,0.7653,0.0528
270.145,26.589,75.045,45.0448,64.052668,1.9827,0.76,0.0523
270.157,26.821,75.045,45.0448,64.052668,1.9669,0.7547,0.0519
270.169,27.056,75.045,45.0448,64.052668,1.9512,0.7495,0.0515
270.181,27.293,75.045,45.0448,64.052668,1.9355,0.7443,0.0511
270.193,27.533,75.045,45.0448,64.052668,1.9201,0.7391,0.0507
270.206,27.775,75.045,45.0448,64.052668,1.9047,0.734,0.0503
270.218,28.02,75.045,45.0448,64.052668,1.8894,0.7289,0.0499
270.231,28.267,75.045,45.0448,64.052668,1.8743,0.7239,0.0495
270.244,28.517,75.045,45.0448,64.052668,1.8593,0.7189,0.0491
270.257,28.77,75.045,45.0448,64.052668,1.8443,0.714,0.0487
270.271,29.026,75.045,45.0448,64.052668,1.8296,0.7091,0.0483
270.284,29.284,75.045,45.0448,64.052668,1.8149,0.7042,0.0479
270.298,29.545,75.045,45.0448,64.052668,1.8003,0.6994,0.0475
270.312,29.809,75.045,45.0448,64.052668,1.7858,0.6946,0.0472
270.326,30.076,75.045,45.0448,64.052668,1.7715,0.6899,0.0468
270.341,30.346,75.045,45.0448,64.052668,1.7572,0.6852,0.0464
270.355,30.62,75.045,45.0448,64.052668,1.7431,0.6805,0.046
270.37,30.896,75.045,45.0448,64.052668,1.7291,0.6759,0.0457
270.385,31.175,75.045,45.0448,64.052668,1.7152,0.6713,0.0453
270.4,31.458,75.045,45.0448,64.052668,1.7014,0.6667,0.0449
270.416,31.744,75.045,45.0448,64.052668,1.6877,0.6622,0.0446
270.432,32.033,75.045,45.0448,64.052668,1.6741,0.6578,0.0442
270.448,32.325,75.045,45.0448,64.052668,1.6606,0.6533,0.0438
270.464,32.621,75.045,45.0448,64.052668,1.6472,0.6489,0.0435
270.481,32.92,75.045,45.0448,64.052668,1.6339,0.6446,0.0431
270.498,33.223,75.045,45.0448,64.052668,1.6207,0.6403,0.0428
270.515,33.53,75.045,45.0448,64.052668,1.6076,0.636,0.0425
270.533,33.84,75.045,45.0448,64.052668,1.5947,0.6317,0.0421
270.55,34.154,75.045,45.0448,64.052668,1.5818,0.6275,0.0418
270.569,34.471,75.045,45.0448,64.052668,1.569,0.6234,0.0414
270.587,34.793,75.045,45.0448,64.052668,1.5564,0.6192,0.0411
270.606,35.118,75.045,45.0448,64.052668,1.5438,0.6151,0.0408
270.625,35.447,75.045,45.0448,64.052668,1.5314,0.6111,0.0404
270.645,35.78,75.045,45.0448,64.052668,1.519,0.607,0.0401
270.665,36.117,75.045,45.0448,64.052668,1.5068,0.6031,0.0398
270.685,36.459,75.045,45.0448,64.052668,1.4946,0.5991,0.0395
270.706,36.804,75.045,45.0448,64.052668,1.4826,0.5952,0.0392
270.727,37.154,75.045,45.0448,64.052668,1.4706,0.5913,0.0388
270.749,37.508,75.045,45.0448,64.052668,1.4588,0.5875,0.0385
270.771,37.867,75.045,45.0448,64.052668,1.447,0.5837,0.0382
270.793,38.23,75.045,45.0448,64.052668,1.4354,0.5799,0.0379
270.816,38.598,75.045,45.0448,64.052668,1.4238,0.5761,0.0376
270.84,38.97,75.045,45.0448,64.052668,1.4124,0.5724,0.0373
270.864,39.347,75.045,45.0448,64.052668,1.4011,0.5688,0.037
270.888,39.728,75.045,45.0448,64.052668,1.3898,0.5652,0.0367
270.913,40.114,75.045,45.0448,64.052668,1.3787,0.5616,0.0364
270.939,40.506,75.045,45.0448,64.052668,1.3676,0.558,0.0361
270.965,40.902,75.045,45.0448,64.052668,1.3567,0.5545,0.0358
270.992,41.303,75.045,45.0448,64.052668,1.3459,0.551,0.0355
271.02,41.71,75.045,45.0448,64.052668,1.3352,0.5476,0.0353
271.048,42.121,75.045,45.0448,64.052668,1.3245,0.5441,0.035
271.077,42.538,75.045,45.0448,64.052668,1.314,0.5408,0.0347
271.107,42.96,75.045,45.0448,64.052668,1.3036,0.5374,0.0344
271.137,43.387,75.045,45.0448,64.052668,1.2933,0.5341,0.0342
271.169,43.82,75.045,45.0448,64.052668,1.2831,0.5309,0.0339
271.201,44.259,75.045,45.0448,64.052668,1.273,0.5276,0.0336
271.234,44.703,75.045,45.0448,64.052668,1.263,0.5244,0.0334
271.268,45.153,75.045,45.0448,64.052668,1.2531,0.5213,0.0331
271.303,45.608,75.045,45.0448,64.052668,1.2433,0.5182,0.0328
271.338,46.07,75.045,45.0448,64.052668,1.2337,0.5151,0.0326
271.375,46.537,75.045,45.0448,64.052668,1.2241,0.5121,0.0323
271.413,47.01,75.045,45.0448,64.052668,1.2147,0.509,0.0321
271.452,47.489,75.045,45.0448,64.052668,1.2053,0.5061,0.0318
271.493,47.975,75.045,45.0448,64.052668,1.1961,0.5032,0.0316
271.534,48.466,75.045,45.0448,64.052668,1.187,0.5003,0.0313
271.577,48.964,75.045,45.0448,64.052668,1.178,0.4974,0.0311
271.621,49.468,75.045,45.0448,64.052668,1.1691,0.4946,0.0309
271.667,49.978,75.045,45.0448,64.052668,1.1603,0.4918,0.0306
271.714,50.495,75.045,45.0448,64.052668,1.1516,0.4891,0.0304
271.763,51.018,75.045,45.0448,64.052668,1.1431,0.4864,0.0302
271.814,51.548,75.045,45.0448,64.052668,1.1346,0.4837,0.03
271.866,52.084,75.045,45.0448,64.052668,1.1263,0.4811,0.0297
271.92,52.627,75.045,45.0448,64.052668,1.1181,0.4786,0.0295
271.977,53.177,75.045,45.0448,64.052668,1.1101,0.476,0.0293
272.035,53.733,75.045,45.0448,64.052668,1.1021,0.4735,0.0291
272.096,54.297,75.045,45.0448,64.052668,1.0943,0.4711,0.0289
272.159,54.866,75.045,45.0448,64.052668,1.0866,0.4687,0.0287
272.224,55.443,75.045,45.0448,64.052668,1.079,0.4663,0.0285
272.293,56.027,75.045,45.0448,64.052668,1.0715,0.464,0.0283
272.364,56.617,75.045,45.0448,64.052668,1.0642,0.4617,0.0281
272.438,57.215,75.045,45.0448,64.052668,1.057,0.4595,0.0279
272.516,57.819,75.045,45.0448,64.052668,1.05,0.4573,0.0277
272.597,58.43,75.045,45.0448,64.052668,1.043,0.4551,0.0275
272.682,59.048,75.045,45.0448,64.052668,1.0362,0.453,0.0274
272.771,59.673,75.045,45.0448,64.052668,1.0296,0.4509,0.0272
272.864,60.305,75.045,45.0448,64.052668,1.023,0.4489,0.027
272.962,60.943,75.045,45.0448,64.052668,1.0166,0.4469,0.0269
273.065,61.589,75.045,45.0448,64.052668,1.0104,0.445,0.0267
273.174,62.241,75.045,45.0448,64.052668,1.0043,0.4431,0.0265
273.288,62.9,75.045,45.0448,64.052668,0.9983,0.4413,0.0264
273.409,63.566,75.045,45.0448,64.052668,0.9925,0.4395,0.0262
273.537,64.238,75.045,45.0448,64.052668,0.9868,0.4378,0.0261
273.673,64.917,75.045,45.0448,64.052668,0.9812,0.4361,0.0259
273.817,65.603,75.045,45.0448,64.052668,0.9759,0.4344,0.0258
273.97,66.295,75.045,45.0448,64.052668,0.9706,0.4328,0.0256
274.134,66.993,75.045,45.0448,64.052668,0.9655,0.4312,0.0255
274.308,67.698,75.045,45.0448,64.052668,0.9606,0.4297,0.0254
274.495,68.408,75.045,45.0448,64.052668,0.9558,0.4283,0.0252
274.696,69.125,75.045,45.0448,64.052668,0.9512,0.4269,0.0251
274.913,69.847,75.045,45.0448,64.052668,0.9467,0.4255,0.025
275.146,70.575,75.045,45.0448,64.052668,0.9424,0.4242,0.0249
275.399,71.308,75.045,45.0448,64.052668,0.9382,0.4229,0.0248
275.674,72.047,75.045,45.0448,64.052668,0.9342,0.4217,0.0247
275.974,72.791,75.045,45.0448,64.052668,0.9304,0.4206,0.0246
276.303,73.539,75.045,45.0448,64.052668,0.9267,0.4194,0.0245
276.664,74.293,75.045,45.0448,64.052668,0.9232,0.4184,0.0244
277.063,75.05,75.045,45.0448,64.052668,0.9199,0.4174,0.0243
277.507,75.811,75.045,45.0448,64.052668,0.9167,0.4164,0.0242
278.003,76.577,75.045,45.0448,64.052668,0.9137,0.4155,0.0241
278.561,77.345,75.045,45.0448,64.052668,0.9109,0.4147,0.0241
279.193,78.116,75.045,45.0448,64.052668,0.9082,0.4139,0.024
279.915,78.89,75.045,45.0448,64.052668,0.9058,0.4131,0.0239
280.747,79.665,75.045,45.0448,64.052668,0.9034,0.4124,0.0239
281.717,80.441,75.045,45.0448,64.052668,0.9013,0.4118,0.0238
282.862,81.217,75.045,45.0448,64.052668,0.8993,0.4112,0.0238
284.231,81.992,75.045,45.0448,64.052668,0.8975,0.4106,0.0237
285.895,82.764,75.045,45.0448,64.052668,0.8959,0.4101,0.0237
287.96,83.531,75.045,45.0448,64.052668,0.8945,0.4097,0.0236
290.58,84.289,75.045,45.0448,64.052668,0.8932,0.4093,0.0236
293.999,85.033,75.045,45.0448,64.052668,0.8921,0.409,0.0236
298.607,85.756,75.045,45.0448,64.052668,0.8912,0.4087,0.0235
305.049,86.441,75.045,45.0448,64.052668,0.8905,0.4085,0.0235
314.382,87.061,75.045,45.0448,64.052668,0.89,0.4084,0.0235
328.105,87.566,75.045,45.0448,64.052668,0.8896,0.4082,0.0235
347.212,87.869,75.045,45.0448,64.052668,0.8894,0.4082,0.0235
9.333,87.884,75.045,45.0448,64.052668,0.8894,0.4082,0.0235
28.887,87.603,75.045,45.0448,64.052668,0.8896,0.4082,0.0235
43.085,87.113,75.045,45.0448,64.052668,0.8899,0.4083,0.0235
52.75,86.5,75.045,45.0448,64.052668,0.8905,0.4085,0.0235
59.405,85.82,75.045,45.0448,64.052668,0.8912,0.4087,0.0235
64.148,85.1,75.045,45.0448,64.052668,0.8921,0.409,0.0236
67.655,84.357,75.045,45.0448,64.052668,0.8931,0.4093,0.0236
70.337,83.6,75.045,45.0448,64.052668,0.8944,0.4097,0.0236
72.444,82.834,75.045,45.0448,64.052668,0.8958,0.4101,0.0237
74.141,82.062,75.045,45.0448,64.052668,0.8974,0.4106,0.0237
75.533,81.288,75.045,45.0448,64.052668,0.8992,0.4111,0.0237
76.695,80.512,75.045,45.0448,64.052668,0.9011,0.4117,0.0238
77.68,79.736,75.045,45.0448,64.052668,0.9033,0.4123,0.0239
78.523,78.96,75.045,45.0448,64.052668,0.9056,0.413,0.0239
79.255,78.187,75.045,45.0448,64.052668,0.908,0.4138,0.024
79.894,77.415,75.045,45.0448,64.052668,0.9107,0.4146,0.0241
80.458,76.647,75.045,45.0448,64.052668,0.9135,0.4154,0.0241
80.959,75.881,75.045,45.0448,64.052668,0.9165,0.4163,0.0242
81.407,75.119,75.045,45.0448,64.052668,0.9196,0.4173,0.0243
81.81,74.362,75.045,45.0448,64.052668,0.9229,0.4183,0.0244
82.175,73.608,75.045,45.0448,64.052668,0.9264,0.4193,0.0245
82.506,72.859,75.045,45.0448,64.052668,0.9301,0.4204,0.0246
82.809,72.115,75.045,45.0448,64.052668,0.9339,0.4216,0.0247
83.086,71.376,75.045,45.0448,64.052668,0.9379,0.4228,0.0248
83.341,70.642,75.045,45.0448,64.052668,0.942,0.4241,0.0249
83.576,69.914,75.045,45.0448,64.052668,0.9463,0.4254,0.025
83.794,69.191,75.045,45.0448,64.052668,0.9508,0.4267,0.0251
83.996,68.474,75.045,45.0448,64.052668,0.9554,0.4281,0.0252
84.184,67.763,75.045,45.0448,64.052668,0.9602,0.4296,0.0254
84.36,67.058,75.045,45.0448,64.052668,0.9651,0.4311,0.0255
84.524,66.359,75.045,45.0448,64.052668,0.9702,0.4327,0.0256
84.679,65.667,75.045,45.0448,64.052668,0.9754,0.4343,0.0258
84.824,64.98,75.045,45.0448,64.052668,0.9808,0.4359,0.0259
84.96,64.301,75.045,45.0448,64.052668,0.9863,0.4376,0.026
85.089,63.628,75.045,45.0448,64.052668,0.992,0.4393,0.0262
85.21,62.962,75.045,45.0448,64.052668,0.9978,0.4411,0.0264
85.325,62.302,75.045,45.0448,64.052668,1.0037,0.443,0.0265
85.435,61.649,75.045,45.0448,64.052668,1.0099,0.4448,0.0267
85.538,61.003,75.045,45.0448,64.052668,1.0161,0.4468,0.0268
85.637,60.364,75.045,45.0448,64.052668,1.0225,0.4487,0.027
85.73,59.731,75.045,45.0448,64.052668,1.029,0.4508,0.0272
85.82,59.106,75.045,45.0448,64.052668,1.0356,0.4528,0.0274
85.905,58.487,75.045,45.0448,64.052668,1.0424,0.4549,0.0275
85.986,57.876,75.045,45.0448,64.052668,1.0494,0.4571,0.0277
86.064,57.271,75.045,45.0448,64.052668,1.0564,0.4593,0.0279
86.139,56.673,75.045,45.0448,64.052668,1.0636,0.4615,0.0281
86.21,56.082,75.045,45.0448,64.052668,1.0709,0.4638,0.0283
86.279,55.498,75.045,45.0448,64.052668,1.0783,0.4661,0.0285
86.345,54.92,75.045,45.0448,64.052668,1.0859,0.4685,0.0287
86.408,54.35,75.045,45.0448,64.052668,1.0936,0.4709,0.0289
86.469,53.786,75.045,45.0448,64.052668,1.1014,0.4733,0.0291
86.527,53.229,75.045,45.0448,64.052668,1.1094,0.4758,0.0293
86.584,52.679,75.045,45.0448,64.052668,1.1174,0.4783,0.0295
86.638,52.136,75.045,45.0448,64.052668,1.1256,0.4809,0.0297
86.691,51.599,75.045,45.0448,64.052668,1.1339,0.4835,0.0299
86.741,51.068,75.045,45.0448,64.052668,1.1423,0.4861,0.0302
86.791,50.545,75.045,45.0448,64.052668,1.1509,0.4888,0.0304
86.838,50.027,75.045,45.0448,64.052668,1.1595,0.4916,0.0306
86.884,49.516,75.045,45.0448,64.052668,1.1683,0.4943,0.0309
86.928,49.012,75.045,45.0448,64.052668,1.1772,0.4971,0.0311
86.971,48.513,75.045,45.0448,64.052668,1.1862,0.5,0.0313
87.013,48.021,75.045,45.0448,64.052668,1.1953,0.5029,0.0316
87.053,47.536,75.045,45.0448,64.052668,1.2045,0.5058,0.0318
87.092,47.056,75.045,45.0448,64.052668,1.2138,0.5088,0.0321
87.13,46.582,75.045,45.0448,64.052668,1.2233,0.5118,0.0323
87.167,46.114,75.045,45.0448,64.052668,1.2328,0.5148,0.0326
87.203,45.653,75.045,45.0448,64.052668,1.2425,0.5179,0.0328
87.238,45.197,75.045,45.0448,64.052668,1.2523,0.521,0.0331
87.272,44.746,75.045,45.0448,64.052668,1.2621,0.5241,0.0333
87.305,44.302,75.045,45.0448,64.052668,1.2721,0.5273,0.0336
87.338,43.863,75.045,45.0448,64.052668,1.2822,0.5305,0.0339
87.369,43.429,75.045,45.0448,64.052668,1.2924,0.5338,0.0341
87.399,43.001,75.045,45.0448,64.052668,1.3027,0.5371,0.0344
87.429,42.579,75.045,45.0448,64.052668,1.3131,0.5404,0.0347
87.458,42.162,75.045,45.0448,64.052668,1.3236,0.5438,0.035
87.487,41.75,75.045,45.0448,64.052668,1.3342,0.5472,0.0352
87.514,41.343,75.045,45.0448,64.052668,1.3449,0.5507,0.0355
87.541,40.941,75.045,45.0448,64.052668,1.3558,0.5541,0.0358
87.568,40.545,75.045,45.0448,64.052668,1.3667,0.5577,0.0361
87.594,40.153,75.045,45.0448,64.052668,1.3777,0.5612,0.0364
